Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,class
1,29,29.0,29.0,0.931,1.0,13.5,27,29,2,1
16,439,7024.0,27.438,0.384,0.724,5.09,2696,5084,530,0
10,152,1520.0,15.2,0.297,0.778,2.17,452,1182,208,0
13,8,104.0,0.615,0.154,0.769,1.07,16,80,15,1
14,1,14.0,0.071,1.0,1.0,14.0,14,14,1,1
8,33,264.0,4.125,0.375,0.981,1.6,99,259,62,0
29,32,928.0,1.103,0.476,0.72,7.25,442,668,61,1
19,2,38.0,0.105,0.816,0.816,31.0,31,31,1,1
8,157,1256.0,19.625,0.446,0.987,2.55,560,1240,220,0
9,37,333.0,4.111,0.453,0.964,2.7,151,321,56,0
14,1,14.0,0.071,1.0,1.0,14.0,14,14,1,1
6,5,30.0,0.833,0.367,1.0,2.2,11,30,5,1
10,63,630.0,6.3,0.184,0.617,1.4,116,389,83,0
10,1,10.0,0.1,1.0,1.0,10.0,10,10,1,1
1,104,104.0,104.0,0.192,1.0,1.05,20,104,19,0
47,1,47.0,0.021,1.0,1.0,47.0,47,47,1,1
9,102,918.0,11.333,0.166,0.56,1.58,152,514,96,0
6,18,108.0,3.0,0.444,0.991,1.71,48,107,28,0
25,169,4225.0,6.76,0.215,0.947,1.57,907,4000,579,1
1,159,159.0,159.0,0.994,1.0,158.0,158,159,1,1
38,342,12996.0,9.0,0.275,0.466,12.99,3573,6053,275,0
1,73,73.0,73.0,0.616,1.0,3.75,45,73,12,1
1,75,75.0,75.0,0.92,1.0,11.5,69,75,6,1
10,1,10.0,0.1,1.0,1.0,10.0,10,10,1,1
8,70,560.0,8.75,0.298,0.914,1.76,167,512,95,0
6,10,60.0,1.667,0.333,0.75,1.54,20,45,13,0
1,17,17.0,17.0,0.412,1.0,1.75,7,17,4,1
4,12,48.0,3.0,0.146,1.0,1.0,7,48,7,0
8,69,552.0,8.625,0.312,0.842,1.91,172,465,90,0
8,18,144.0,2.25,0.354,0.757,1.65,51,109,31,0
2,537,1074.0,268.5,0.52,0.621,26.57,558,667,21,1
132,547,72204.0,4.144,0.37,0.483,20.66,26693,34874,1292,1
136,1,136.0,0.007,0.993,1.0,135.0,135,136,1,1
15,1,15.0,0.067,1.0,1.0,15.0,15,15,1,1
53,48,2544.0,0.906,0.157,0.269,7.84,400,685,51,1
3,213,639.0,71.0,0.318,0.379,11.94,203,242,17,1
7,8,56.0,1.143,0.357,1.0,2.86,20,56,7,0
7,7,49.0,1.0,0.286,1.0,1.27,14,49,11,0
1,22,22.0,22.0,0.5,1.0,1.83,11,22,6,1
58,3,174.0,0.052,0.339,0.345,59.0,59,60,1,1
1,17,17.0,17.0,0.765,1.0,6.5,13,17,2,1
6,13,78.0,2.167,0.333,0.91,1.37,26,71,19,0
12,69,828.0,5.75,0.407,0.833,3.15,337,690,107,0
23,125,2875.0,5.435,0.953,1.0,20.75,2739,2875,132,0
9,34,306.0,3.778,0.386,0.706,2.41,118,216,49,0
7,31,217.0,4.429,0.336,0.834,1.52,73,181,48,0
9,6,54.0,0.667,0.407,0.519,5.5,22,28,4,1
8,54,432.0,6.75,0.183,0.734,1.34,79,317,59,0
7,18,126.0,2.571,0.286,0.627,1.57,36,79,23,0
1,45,45.0,45.0,0.356,1.0,1.07,16,45,15,0
1,45,45.0,45.0,0.933,1.0,21.0,42,45,2,1
25,340,8500.0,13.6,0.866,0.926,16.57,7358,7872,444,0
1,14,14.0,14.0,1.0,1.0,14.0,14,14,1,1
9,33,297.0,3.667,0.33,0.845,1.81,98,251,54,0
16,90,1440.0,5.625,0.197,0.77,1.39,283,1109,204,0
30,61,1830.0,2.033,0.157,0.483,1.88,288,884,153,1
6,5,30.0,0.833,0.367,1.0,2.2,11,30,5,1
19,462,8778.0,24.316,0.523,0.688,16.88,4591,6035,272,1
6,99,594.0,16.5,0.301,0.803,1.46,179,477,123,0
1,79,79.0,79.0,0.608,1.0,6.86,48,79,7,1
9,19,171.0,2.111,0.251,0.977,1.34,43,167,32,0
8,7,56.0,0.875,0.268,0.786,1.67,15,44,9,0
2,52,104.0,26.0,0.231,0.529,1.5,24,55,16,1
7,24,168.0,3.429,0.101,0.298,1.89,17,50,9,1
4,194,776.0,48.5,0.263,0.273,34.0,204,212,6,1
178,140,24920.0,0.787,0.574,0.649,21.52,14292,16177,664,1
5,46,230.0,9.2,0.278,0.835,2.21,64,192,29,0
2,538,1076.0,269.0,0.637,0.703,29.78,685,756,23,1
1,13,13.0,13.0,1.0,1.0,13.0,13,13,1,1
7,33,231.0,4.714,0.342,0.848,1.98,79,196,40,0
7,1,7.0,0.143,1.0,1.0,7.0,7,7,1,1
10,16,160.0,1.6,0.375,0.769,2.14,60,123,28,0
7,101,707.0,14.429,0.501,0.973,3.19,354,688,111,0
8,7,56.0,0.875,0.482,0.946,2.7,27,53,10,0
2,25,50.0,12.5,0.36,1.0,4.5,18,50,4,1
1,19,19.0,19.0,0.737,1.0,4.67,14,19,3,1
7,178,1246.0,25.429,0.242,0.795,1.41,301,990,213,0
8,20,160.0,2.5,0.425,1.0,2.27,68,160,30,0
31,105,3255.0,3.387,0.242,0.456,4.89,787,1485,161,1
1,19,19.0,19.0,0.789,1.0,3.75,15,19,4,1
1,41,41.0,41.0,0.927,1.0,12.67,38,41,3,1
6,96,576.0,16.0,0.267,0.939,1.51,154,541,102,0
4,10,40.0,2.5,0.6,0.8,4.0,24,32,6,0
9,91,819.0,10.111,0.32,0.773,2.2,262,633,119,0
10,504,5040.0,50.4,0.139,0.665,1.19,701,3352,590,0
8,62,496.0,7.75,0.218,0.629,1.57,108,312,69,0
17,110,1870.0,6.471,0.175,0.603,1.46,328,1128,224,0
4,2,8.0,0.5,0.875,0.875,7.0,7,7,1,1
4,95,380.0,23.75,0.311,0.979,1.51,118,372,78,0
9,34,306.0,3.778,0.366,0.846,2.38,112,259,47,0
8,298,2384.0,37.25,0.242,0.791,1.5,576,1886,383,0
10,9,90.0,0.9,0.344,0.856,1.72,31,77,18,0
7,18,126.0,2.571,0.286,0.627,1.57,36,79,23,0
7,18,126.0,2.571,0.397,0.984,1.79,50,124,28,0
4,524,2096.0,131.0,0.542,0.603,40.57,1136,1264,28,1
7,27,189.0,3.857,0.286,1.0,1.32,54,189,41,0
5,33,165.0,6.6,0.315,0.909,1.27,52,150,41,0
11,272,2992.0,24.727,0.171,0.61,1.47,511,1824,348,0
3,259,777.0,86.333,0.411,0.481,13.29,319,374,24,1
1,16,16.0,16.0,0.938,1.0,15.0,15,16,1,1
11,53,583.0,4.818,0.225,0.485,3.45,131,283,38,0
28,31,868.0,1.107,0.508,0.767,7.47,441,666,59,1
5,92,460.0,18.4,0.287,0.604,1.38,132,278,96,0
10,12,120.0,1.2,0.208,0.583,1.67,25,70,15,1
5,2,10.0,0.4,0.8,0.8,8.0,8,8,1,1
5,96,480.0,19.2,0.323,0.838,1.78,155,402,87,0
5,7,35.0,1.4,0.229,0.6,2.67,8,21,3,1
7,11,77.0,1.571,0.377,0.974,1.61,29,75,18,0
7,4,28.0,0.571,0.536,1.0,5.0,15,28,3,0
7,62,434.0,8.857,0.392,0.871,1.87,170,378,91,0
1,23,23.0,23.0,0.826,1.0,19.0,19,23,1,1
3,8,24.0,2.667,0.333,0.875,1.33,8,21,6,0
8,53,424.0,6.625,0.38,0.915,1.87,161,388,86,0
1,17,17.0,17.0,0.824,1.0,4.67,14,17,3,1
10,1,10.0,0.1,0.9,1.0,9.0,9,10,1,1
6,12,72.0,2.0,0.361,0.903,1.44,26,65,18,0
10,49,490.0,4.9,0.59,0.982,3.11,289,481,93,0
42,7,294.0,0.167,0.282,0.432,2.18,83,127,38,1
11,67,737.0,6.091,0.269,0.689,2.96,198,508,67,0
10,12,120.0,1.2,0.367,1.0,1.69,44,120,26,0
1,15,15.0,15.0,0.867,1.0,13.0,13,15,1,1
3,536,1608.0,178.67,0.341,0.353,61.0,549,567,9,1
8,34,272.0,4.25,0.36,0.717,1.88,98,195,52,0
10,30,300.0,3.0,0.307,0.94,1.96,92,282,47,0
1,51,51.0,51.0,0.471,1.0,2.4,24,51,10,1
6,7,42.0,1.167,0.429,0.881,3.6,18,37,5,0
14,1,14.0,0.071,1.0,1.0,14.0,14,14,1,1
5,9,45.0,1.8,0.178,0.533,1.6,8,24,5,1
10,14,140.0,1.4,0.371,0.886,2.89,52,124,18,0
5,9,45.0,1.8,0.178,0.533,1.6,8,24,5,1
42,1,42.0,0.024,1.0,1.0,42.0,42,42,1,1
1,25,25.0,25.0,1.0,1.0,25.0,25,25,1,1
14,1,14.0,0.071,1.0,1.0,14.0,14,14,1,1
178,140,24920.0,0.787,0.574,0.649,21.52,14292,16177,664,1
1,104,104.0,104.0,0.971,1.0,50.5,101,104,2,1
8,80,640.0,10.0,0.298,0.883,1.72,191,565,111,0
9,1,9.0,0.111,1.0,1.0,9.0,9,9,1,1
26,1,26.0,0.038,1.0,1.0,26.0,26,26,1,1
6,14,84.0,2.333,0.286,1.0,1.2,24,84,20,0
25,153,3825.0,6.12,0.255,0.611,2.08,977,2338,470,0
8,46,368.0,5.75,0.291,0.886,2.23,107,326,48,0
98,3,294.0,0.031,0.48,0.486,141.0,141,143,1,1
10,84,840.0,8.4,0.356,0.849,2.47,299,713,121,0
1,26,26.0,26.0,1.0,1.0,26.0,26,26,1,1
1,14,14.0,14.0,0.929,1.0,13.0,13,14,1,1
2,535,1070.0,267.5,0.648,0.92,11.75,693,984,59,1
8,525,4200.0,65.625,0.095,0.444,1.34,398,1865,297,0
1,70,70.0,70.0,0.943,1.0,22.0,66,70,3,1
2,538,1076.0,269.0,0.637,0.703,29.78,685,756,23,1
3,116,348.0,38.667,0.356,0.371,62.0,124,129,2,1
14,58,812.0,4.143,0.683,0.927,12.07,555,753,46,0
27,4,108.0,0.148,0.38,0.75,2.56,41,81,16,1
54,1,54.0,0.019,1.0,1.0,54.0,54,54,1,1
7,8,56.0,1.143,0.429,0.964,1.85,24,54,13,0
10,262,2620.0,26.2,0.273,0.703,1.83,716,1841,391,0
9,165,1485.0,18.333,0.337,0.713,2.54,501,1059,197,0
1,81,81.0,81.0,0.901,1.0,24.33,73,81,3,1
8,76,608.0,9.5,0.314,0.711,1.87,191,432,102,0
1,9,9.0,9.0,1.0,1.0,9.0,9,9,1,1
1,51,51.0,51.0,0.471,1.0,2.4,24,51,10,1
9,27,243.0,3.0,0.346,0.951,1.95,84,231,43,0
34,27,918.0,0.794,0.219,0.554,3.09,201,509,65,1
2,20,40.0,10.0,0.725,0.875,29.0,29,35,1,1
9,71,639.0,7.889,0.352,0.897,1.97,225,573,114,0
9,49,441.0,5.444,0.265,0.653,1.36,117,288,86,0
1,14,14.0,14.0,0.571,1.0,2.0,8,14,4,1
7,12,84.0,1.714,0.393,0.69,2.36,33,58,14,0
1,15,15.0,15.0,0.533,1.0,2.0,8,15,4,1
2,20,40.0,10.0,0.725,0.875,29.0,29,35,1,1
2,325,650.0,162.5,0.485,0.537,28.64,315,349,11,1
9,46,414.0,5.111,0.242,0.575,1.43,100,238,70,0
10,34,340.0,3.4,0.321,0.853,2.02,109,290,54,0
10,126,1260.0,12.6,0.41,0.833,2.63,516,1049,196,0
1,42,42.0,42.0,0.19,1.0,1.6,8,42,5,1
1,35,35.0,35.0,0.2,1.0,1.17,7,35,6,0
2,123,246.0,61.5,0.5,0.504,123.0,123,124,1,1
17,60,1020.0,3.529,0.139,0.371,7.1,142,378,20,1
8,14,112.0,1.75,0.295,0.857,1.83,33,96,18,0
1,18,18.0,18.0,0.944,1.0,17.0,17,18,1,1
9,6,54.0,0.667,0.407,0.519,5.5,22,28,4,1
6,14,84.0,2.333,0.512,1.0,3.07,43,84,14,0
33,28,924.0,0.848,0.098,0.271,5.69,91,250,16,1
9,231,2079.0,25.667,0.196,0.637,1.49,407,1324,274,0
2,536,1072.0,268.0,0.586,0.686,21.66,628,735,29,1
12,2,24.0,0.167,0.625,0.667,15.0,15,16,1,1
8,231,1848.0,28.875,0.872,0.882,179.0,1611,1630,9,1
8,16,128.0,2.0,0.398,0.828,2.68,51,106,19,0
9,32,288.0,3.556,0.333,0.861,1.68,96,248,57,0
91,285,25935.0,3.132,0.158,0.165,113.89,4100,4287,36,1
29,31,899.0,1.069,0.463,0.726,6.93,416,653,60,1
9,36,324.0,4.0,0.491,0.84,3.31,159,272,48,0
1,29,29.0,29.0,1.0,1.0,29.0,29,29,1,1
76,1,76.0,0.013,1.0,1.0,76.0,76,76,1,1
7,211,1477.0,30.143,0.257,0.653,1.7,380,965,223,0
10,38,380.0,3.8,0.434,0.892,2.89,165,339,57,0
1,27,27.0,27.0,0.407,1.0,1.83,11,27,6,1
7,11,77.0,1.571,0.117,0.494,1.8,9,38,5,1
15,31,465.0,2.067,0.204,0.465,3.96,95,216,24,0
153,442,67626.0,2.889,0.114,0.215,6.27,7689,14538,1227,1
82,314,25748.0,3.829,0.296,0.502,10.84,7618,12923,703,0
14,367,5138.0,26.214,0.349,0.576,4.5,1791,2962,398,0
9,6,54.0,0.667,0.37,0.907,2.5,20,49,8,0
6,8,48.0,1.333,0.563,0.958,3.38,27,46,8,0
261,30,7830.0,0.115,0.063,0.09,2.4,492,701,205,1
9,29,261.0,3.222,0.318,0.893,1.73,83,233,48,0
1,79,79.0,79.0,0.608,1.0,6.86,48,79,7,1
3,213,639.0,71.0,0.318,0.379,11.94,203,242,17,1
2,537,1074.0,268.5,0.523,0.567,62.44,562,609,9,1
1,17,17.0,17.0,0.824,1.0,4.67,14,17,3,1
14,18,252.0,1.286,0.298,0.655,5.0,75,165,15,0
7,11,77.0,1.571,0.364,0.909,1.75,28,70,16,0
10,1,10.0,0.1,0.9,1.0,9.0,9,10,1,1
1,379,379.0,379.0,0.963,1.0,60.83,365,379,6,1
3,544,1632.0,181.33,0.326,0.406,16.12,532,662,33,1
1,52,52.0,52.0,0.788,1.0,10.25,41,52,4,1
6,5,30.0,0.833,0.367,1.0,2.2,11,30,5,1
7,11,77.0,1.571,0.299,1.0,1.21,23,77,19,0
13,9,117.0,0.692,0.402,0.684,3.36,47,80,14,0
2,62,124.0,31.0,0.452,0.565,11.2,56,70,5,1
11,12,132.0,1.091,0.432,0.674,4.38,57,89,13,0
2,112,224.0,56.0,0.496,0.504,55.5,111,113,2,1
9,134,1206.0,14.889,0.216,0.68,1.65,260,820,158,0
2,48,96.0,24.0,0.625,0.677,30.0,60,65,2,1
4,2,8.0,0.5,1.0,1.0,8.0,8,8,1,1
10,38,380.0,3.8,0.432,0.939,2.78,164,357,59,0
45,79,3555.0,1.756,0.087,0.195,4.81,308,693,64,1
1,255,255.0,255.0,0.686,1.0,4.86,175,255,36,1
10,474,4740.0,47.4,0.187,0.578,1.51,886,2740,585,0
9,73,657.0,8.111,0.376,0.846,2.63,247,556,94,0
10,53,530.0,5.3,0.294,0.908,1.75,156,481,89,0
31,71,2201.0,2.29,0.159,0.296,10.29,350,651,34,1
7,24,168.0,3.429,0.274,0.661,1.48,46,111,31,0
47,1,47.0,0.021,1.0,1.0,47.0,47,47,1,1
7,14,98.0,2.0,0.327,0.99,2.67,32,97,12,0
1,98,98.0,98.0,0.939,1.0,30.67,92,98,3,1
13,350,4550.0,26.923,0.381,0.589,4.49,1732,2682,386,0
10,1,10.0,0.1,0.9,1.0,9.0,9,10,1,1
2,20,40.0,10.0,0.775,0.85,31.0,31,34,1,1
1,25,25.0,25.0,1.0,1.0,25.0,25,25,1,1
8,13,104.0,1.625,0.413,1.0,1.95,43,104,22,0
11,302,3322.0,27.455,0.379,0.804,2.81,1260,2670,448,0
1,255,255.0,255.0,0.686,1.0,4.86,175,255,36,1
2,415,830.0,207.5,0.505,0.578,16.76,419,480,25,1
8,17,136.0,2.125,0.199,0.603,3.0,27,82,9,0
6,8,48.0,1.333,0.604,0.896,3.22,29,43,9,0
2,20,40.0,10.0,0.725,0.875,29.0,29,35,1,1
7,13,91.0,1.857,0.341,0.846,1.82,31,77,17,0
5,11,55.0,2.2,0.364,1.0,1.33,20,55,15,0
1,79,79.0,79.0,0.608,1.0,6.86,48,79,7,1
7,1,7.0,0.143,1.0,1.0,7.0,7,7,1,1
6,51,306.0,8.5,0.294,0.775,1.48,90,237,61,0
2,538,1076.0,269.0,0.637,0.703,29.78,685,756,23,1
8,15,120.0,1.875,0.325,0.833,1.86,39,100,21,0
10,11,110.0,1.1,0.491,0.845,4.5,54,93,12,0
1,63,63.0,63.0,0.587,1.0,2.31,37,63,16,1
1,8,8.0,8.0,1.0,1.0,8.0,8,8,1,1
5,31,155.0,6.2,0.419,0.948,1.91,65,147,34,0
153,442,67626.0,2.889,0.114,0.215,6.27,7689,14538,1227,1
6,81,486.0,13.5,0.282,0.852,1.26,137,414,109,0
1,57,57.0,57.0,0.456,1.0,3.71,26,57,7,1
6,13,78.0,2.167,0.308,1.0,1.41,24,78,17,0
8,14,112.0,1.75,0.268,0.554,3.0,30,62,10,0
1,17,17.0,17.0,0.765,1.0,3.25,13,17,4,1
10,36,360.0,3.6,0.319,0.817,1.98,115,294,58,0
7,11,77.0,1.571,0.117,0.494,1.8,9,38,5,1
1,27,27.0,27.0,0.259,1.0,1.4,7,27,5,1
39,1,39.0,0.026,1.0,1.0,39.0,39,39,1,1
1,8,8.0,8.0,1.0,1.0,8.0,8,8,1,1
6,96,576.0,16.0,0.309,0.644,2.44,178,371,73,0
8,242,1936.0,30.25,0.232,0.611,1.72,450,1183,262,0
11,190,2090.0,17.273,0.239,0.457,2.11,500,955,237,0
136,1,136.0,0.007,0.993,1.0,135.0,135,136,1,1
1,15,15.0,15.0,0.533,1.0,2.0,8,15,4,1
8,69,552.0,8.625,0.159,0.772,1.29,88,426,68,0
2,98,196.0,49.0,0.48,0.653,9.4,94,128,10,1
10,179,1790.0,17.9,0.2,0.758,1.41,358,1356,254,0
12,11,132.0,0.917,0.371,1.0,1.63,49,132,30,0
8,49,392.0,6.125,0.441,0.997,1.9,173,391,91,0
1,12,12.0,12.0,0.75,1.0,9.0,9,12,1,1
1,45,45.0,45.0,0.933,1.0,21.0,42,45,2,1
9,18,162.0,2.0,0.241,0.981,1.44,39,159,27,0
14,320,4480.0,22.857,0.354,0.585,4.46,1584,2621,355,0
6,40,240.0,6.667,0.221,0.621,1.43,53,149,37,0
29,32,928.0,1.103,0.476,0.72,7.25,442,668,61,1
1,10,10.0,10.0,1.0,1.0,10.0,10,10,1,1
7,19,133.0,2.714,0.398,0.977,1.77,53,130,30,0
2,62,124.0,31.0,0.452,0.565,11.2,56,70,5,1
7,9,63.0,1.286,0.333,0.492,21.0,21,31,1,0
9,510,4590.0,56.667,0.148,0.537,1.33,681,2465,513,0
2,22,44.0,11.0,0.75,0.75,33.0,33,33,1,1
17,382,6494.0,22.471,0.363,0.567,5.46,2355,3680,431,0
8,57,456.0,7.125,0.268,0.798,1.45,122,364,84,0
17,341,5797.0,20.059,0.935,0.998,36.38,5420,5784,149,1
3,116,348.0,38.667,0.385,0.494,33.5,134,172,4,1
3,56,168.0,18.667,0.065,0.5,1.38,11,84,8,0
83,315,26145.0,3.795,0.295,0.594,9.21,7725,15523,839,1
2,415,830.0,207.5,0.505,0.578,16.76,419,480,25,1
7,61,427.0,8.714,0.321,0.965,1.78,137,412,77,0
1,14,14.0,14.0,1.0,1.0,14.0,14,14,1,1
160,286,45760.0,1.788,0.201,0.226,55.42,9199,10347,166,1
2,64,128.0,32.0,0.531,0.586,17.0,68,75,4,1
11,262,2882.0,23.818,0.238,0.57,1.84,685,1643,373,0
7,11,77.0,1.571,0.117,0.494,1.8,9,38,5,1
7,158,1106.0,22.571,0.239,0.952,1.33,264,1053,198,0
3,132,396.0,44.0,0.505,0.558,20.0,200,221,10,1
7,9,63.0,1.286,0.238,0.619,1.5,15,39,10,0
1,17,17.0,17.0,0.765,1.0,3.25,13,17,4,1
7,23,161.0,3.286,0.298,0.876,1.45,48,141,33,0
11,141,1551.0,12.818,0.366,0.79,2.85,567,1225,199,0
3,11,33.0,3.667,0.364,0.667,3.0,12,22,4,1
1,14,14.0,14.0,0.5,1.0,2.33,7,14,3,1
1,27,27.0,27.0,0.407,1.0,1.83,11,27,6,1
10,288,2880.0,28.8,0.191,0.564,1.5,549,1624,365,0
1,19,19.0,19.0,0.632,1.0,4.0,12,19,3,1
1,52,52.0,52.0,0.788,1.0,10.25,41,52,4,1
33,28,924.0,0.848,0.098,0.271,5.69,91,250,16,1
105,2,210.0,0.019,0.529,0.533,111.0,111,112,1,1
2,46,92.0,23.0,0.587,0.761,18.0,54,70,3,1
4,2,8.0,0.5,1.0,1.0,8.0,8,8,1,1
31,37,1147.0,1.194,0.189,0.555,2.07,217,637,105,1
9,20,180.0,2.222,0.294,0.578,1.51,53,104,35,0
15,300,4500.0,20.0,0.252,0.576,2.36,1136,2594,481,0
29,48,1392.0,1.655,0.116,0.268,5.06,162,373,32,1
5,14,70.0,2.8,0.543,0.929,2.0,38,65,19,0
1,79,79.0,79.0,0.608,1.0,6.86,48,79,7,1
7,20,140.0,2.857,0.229,0.864,1.19,32,121,27,0
1,14,14.0,14.0,0.929,1.0,13.0,13,14,1,1
153,158,24174.0,1.033,0.587,0.641,46.95,14180,15491,302,1
2,20,40.0,10.0,0.775,0.85,31.0,31,34,1,1
19,2,38.0,0.105,0.816,0.816,31.0,31,31,1,1
1,8,8.0,8.0,1.0,1.0,8.0,8,8,1,1
1,33,33.0,33.0,0.667,1.0,3.67,22,33,6,1
2,22,44.0,11.0,0.477,1.0,21.0,21,44,1,1
9,41,369.0,4.556,0.374,0.846,2.06,138,312,67,0
136,1,136.0,0.007,0.993,1.0,135.0,135,136,1,1
31,1,31.0,0.032,1.0,1.0,31.0,31,31,1,1
2,537,1074.0,268.5,0.52,0.621,26.57,558,667,21,1
23,1,23.0,0.043,1.0,1.0,23.0,23,23,1,1
10,48,480.0,4.8,0.36,0.863,2.16,173,414,80,0
2,48,96.0,24.0,0.625,0.677,30.0,60,65,2,1
9,175,1575.0,19.444,0.177,0.624,1.26,279,983,222,0
22,22,484.0,1.0,0.107,0.473,1.79,52,229,29,1
9,163,1467.0,18.111,0.263,0.549,2.82,386,805,137,0
7,181,1267.0,25.857,0.316,0.758,1.65,400,961,242,0
32,350,11200.0,10.938,0.142,0.402,3.96,1588,4497,401,1
1,19,19.0,19.0,0.737,1.0,4.67,14,19,3,1
13,498,6474.0,38.308,0.281,0.688,2.28,1820,4453,799,0
53,1,53.0,0.019,1.0,1.0,53.0,53,53,1,1
1,35,35.0,35.0,0.429,1.0,1.07,15,35,14,0
1,172,172.0,172.0,0.465,1.0,1.04,80,172,77,1
3,116,348.0,38.667,0.385,0.494,33.5,134,172,4,1
1,136,136.0,136.0,0.963,1.0,32.75,131,136,4,1
7,20,140.0,2.857,0.429,0.993,2.0,60,139,30,0
1,43,43.0,43.0,0.907,1.0,9.75,39,43,4,1
1,8,8.0,8.0,1.0,1.0,8.0,8,8,1,1
3,113,339.0,37.667,0.357,0.378,30.25,121,128,4,1
7,168,1176.0,24.0,0.081,0.369,1.14,95,434,83,0
14,57,798.0,4.071,0.714,0.94,11.88,570,750,48,0
6,21,126.0,3.5,0.198,0.444,1.67,25,56,15,1
2,14,28.0,7.0,0.464,0.536,13.0,13,15,1,1
8,1,8.0,0.125,0.875,1.0,7.0,7,8,1,1
2,46,92.0,23.0,0.587,0.761,18.0,54,70,3,1
8,20,160.0,2.5,0.525,0.938,3.5,84,150,24,0
5,7,35.0,1.4,0.571,1.0,2.5,20,35,8,0
5,19,95.0,3.8,0.442,0.937,1.5,42,89,28,0
83,277,22991.0,3.337,0.18,0.365,6.86,4138,8387,603,1
25,169,4225.0,6.76,0.215,0.947,1.57,907,4000,579,1
8,7,56.0,0.875,0.321,0.429,6.0,18,24,3,0
85,69,5865.0,0.812,0.165,0.441,1.44,969,2588,674,1
1,52,52.0,52.0,0.788,1.0,10.25,41,52,4,1
6,40,240.0,6.667,0.221,0.621,1.43,53,149,37,0
11,123,1353.0,11.182,0.25,0.514,1.95,338,695,173,0
1,17,17.0,17.0,0.824,1.0,4.67,14,17,3,1
3,544,1632.0,181.33,0.326,0.406,16.12,532,662,33,1
9,9,81.0,1.0,0.346,0.877,2.8,28,71,10,0
2,21,42.0,10.5,0.452,1.0,6.33,19,42,3,1
22,1,22.0,0.045,1.0,1.0,22.0,22,22,1,1
10,165,1650.0,16.5,0.258,0.695,1.65,426,1147,258,0
2,199,398.0,99.5,0.485,0.508,32.17,193,202,6,1
1,45,45.0,45.0,0.933,1.0,21.0,42,45,2,1
2,116,232.0,58.0,0.616,0.802,17.88,143,186,8,1
1,81,81.0,81.0,0.901,1.0,24.33,73,81,3,1
10,2,20.0,0.2,0.55,0.6,11.0,11,12,1,1
9,12,108.0,1.333,0.62,0.944,4.79,67,102,14,0
8,15,120.0,1.875,0.5,1.0,2.14,60,120,28,0
4,115,460.0,28.75,0.426,0.487,17.82,196,224,11,1
14,155,2170.0,11.071,0.303,0.639,2.76,658,1386,238,0
8,148,1184.0,18.5,0.196,0.718,1.28,232,850,181,0
10,54,540.0,5.4,0.306,0.689,1.94,165,372,85,0
1,17,17.0,17.0,0.765,1.0,6.5,13,17,2,1
6,97,582.0,16.167,0.235,0.703,1.71,137,409,80,0
1,14,14.0,14.0,0.643,1.0,4.5,9,14,2,1
261,30,7830.0,0.115,0.063,0.09,2.4,492,701,205,1
9,71,639.0,7.889,0.352,0.897,1.97,225,573,114,0
5,4,20.0,0.8,0.5,0.8,10.0,10,16,1,0
187,141,26367.0,0.754,0.415,0.884,4.69,10947,23301,2333,1
7,16,112.0,2.286,0.438,0.857,2.04,49,96,24,0
12,9,108.0,0.75,0.509,0.657,9.17,55,71,6,0
8,70,560.0,8.75,0.464,0.988,2.36,260,553,110,0
1,17,17.0,17.0,0.765,1.0,3.25,13,17,4,1
9,80,720.0,8.889,0.333,0.878,2.02,240,632,119,0
186,469,87234.0,2.522,0.378,0.529,22.29,33017,46133,1481,1
7,119,833.0,17.0,0.285,0.872,1.5,237,726,158,0
12,261,3132.0,21.75,0.207,0.564,1.81,649,1768,358,0
8,59,472.0,7.375,0.381,0.873,2.77,180,412,65,0
9,535,4815.0,59.444,0.156,0.688,1.35,752,3312,555,0
14,19,266.0,1.357,0.128,0.541,2.83,34,144,12,1
8,28,224.0,3.5,0.438,0.496,19.6,98,111,5,0
9,43,387.0,4.778,0.388,0.886,2.73,150,343,55,0
11,74,814.0,6.727,0.247,0.695,1.97,201,566,102,0
31,105,3255.0,3.387,0.224,0.417,5.35,728,1358,136,1
7,20,140.0,2.857,0.464,0.9,2.71,65,126,24,0
10,37,370.0,3.7,0.33,0.897,2.0,122,332,61,0
31,105,3255.0,3.387,0.242,0.456,4.89,787,1485,161,1
72,96,6912.0,1.333,0.488,0.582,15.69,3374,4025,215,1
9,123,1107.0,13.667,0.395,0.991,2.84,437,1097,154,0
7,211,1477.0,30.143,0.257,0.653,1.7,380,965,223,0
8,54,432.0,6.75,0.245,0.745,1.29,106,322,82,0
8,141,1128.0,17.625,0.371,0.977,1.84,418,1102,227,0
1,44,44.0,44.0,0.727,1.0,5.33,32,44,6,1
5,17,85.0,3.4,0.412,0.941,1.75,35,80,20,0
9,16,144.0,1.778,0.375,1.0,2.08,54,144,26,0
1,25,25.0,25.0,1.0,1.0,25.0,25,25,1,1
1,45,45.0,45.0,0.756,1.0,5.67,34,45,6,1
32,350,11200.0,10.938,0.142,0.402,3.96,1588,4497,401,1
55,48,2640.0,0.873,0.142,0.364,4.26,375,960,88,1
7,6,42.0,0.857,0.452,1.0,1.9,19,42,10,0
9,18,162.0,2.0,0.241,0.981,1.44,39,159,27,0
17,341,5797.0,20.059,0.935,0.998,36.38,5420,5784,149,1
