Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,class,0.0,1.2,15,2,1100,190,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.10,0.11,0.12,0.13,0.14,0.15,3,2.1,0.0.1,0.0.2,0.0.3,1.0,1.0.1,1.0.2,0.0.4,0.0.5,0.0.6,0.0.7,0.05,0.05.1,0.05.2,0.95,0.95.1,1,18,135,185,1.1,3.1,1.0.3,0.03,0.06,0.06.1,0.94,0.94.1,1.3,145,1.4,0.07,0.07.1,0.93,0.93.1,20,132,0.06.2,17,893,151,3.2,0.0.8,0.0.9,0.0.10,0.16,195,0.03.1,0.03.2,0.97,0.97.1,198,0.07.2
8.0,1.5,21.0,1.0,134.0,184.0,0.0,0.0,0.0,0.01,0.01,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.02,0.02,1.0,1.0,1.0,0.05,0.05,0.9,0.05,0.05,0.05,0.05,0.9,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,1.1,16.0,4.0,131.0,179.0,0.0,0.0,0.0,0.05,0.07,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,1.3,17.0,5.0,133.0,183.0,0.0,0.0,0.0,0.02,0.03,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.05,0.05,0.9,0.9,0.8,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.0,19.0,3.0,130.0,180.0,0.0,0.0,0.0,0.03,0.05,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.02,0.02,1.0,1.0,1.0,0.05,0.05,0.9,0.05,0.05,0.05,0.05,0.9,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,1.2,20.0,2.0,132.0,182.0,0.0,0.0,0.0,0.01,0.02,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.1,0.1,0.9,0.9,0.8,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,1.5,18.0,1.0,134.0,184.0,0.0,0.0,0.0,0.04,0.04,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.05,0.05,1.0,1.0,1.0,0.05,0.05,0.9,0.05,0.05,0.05,0.05,0.9,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,1.1,17.0,4.0,131.0,178.0,0.0,0.0,0.0,0.03,0.06,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,1.3,19.0,5.0,133.0,181.0,0.0,0.0,0.0,0.02,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.05,0.05,0.9,0.9,0.8,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,1.0,16.0,3.0,130.0,183.0,0.0,0.0,0.0,0.05,0.03,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,1.2,18.0,2.0,132.0,180.0,0.0,0.0,0.0,0.01,0.04,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.05,0.05,0.9,0.9,0.8,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,1.5,20.0,1.0,134.0,182.0,0.0,0.0,0.0,0.04,0.02,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.02,0.02,1.0,1.0,1.0,0.05,0.05,0.9,0.05,0.05,0.05,0.05,0.9,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,1.1,17.0,4.0,131.0,184.0,0.0,0.0,0.0,0.03,0.05,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,1.3,19.0,5.0,133.0,179.0,0.0,0.0,0.0,0.02,0.01,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.05,0.05,0.9,0.9,0.8,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,1.0,16.0,3.0,130.0,180.0,0.0,0.0,0.0,0.05,0.04,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,1.2,18.0,2.0,132.0,182.0,0.0,0.0,0.0,0.01,0.02,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.05,0.05,0.9,0.9,0.8,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,1.5,20.0,1.0,134.0,184.0,0.0,0.0,0.0,0.04,0.03,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.02,0.02,1.0,1.0,1.0,0.05,0.05,0.9,0.05,0.05,0.05,0.05,0.9,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,1.1,17.0,4.0,131.0,178.0,0.0,0.0,0.0,0.03,0.06,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,1.3,19.0,5.0,133.0,181.0,0.0,0.0,0.0,0.02,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.05,0.05,0.9,0.9,0.8,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,1.0,16.0,3.0,130.0,183.0,0.0,0.0,0.0,0.05,0.03,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,1.2,18.0,2.0,132.0,180.0,0.0,0.0,0.0,0.01,0.04,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.05,0.05,0.9,0.9,0.8,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,1.5,20.0,1.0,134.0,182.0,0.0,0.0,0.0,0.04,0.02,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.02,0.02,1.0,1.0,1.0,0.05,0.05,0.9,0.05,0.05,0.05,0.05,0.9,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,1.1,17.0,4.0,131.0,178.0,0.0,0.0,0.0,0.03,0.06,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,1.3,19.0,5.0,133.0,181.0,0.0,0.0,0.0,0.02,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.05,0.05,0.9,0.9,0.8,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,1.0,16.0,3.0,130.0,183.0,0.0,0.0,0.0,0.05,0.03,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,1.2,18.0,2.0,132.0,180.0,0.0,0.0,0.0,0.01,0.04,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.05,0.05,0.9,0.9,0.8,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,1.5,20.0,1.0,134.0,182.0,0.0,0.0,0.0,0.04,0.02,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.02,0.02,1.0,1.0,1.0,0.05,0.05,0.9,0.05,0.05,0.05,0.05,0.9,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,1.1,17.0,4.0,131.0,178.0,0.0,0.0,0.0,0.03,0.06,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,1.3,19.0,5.0,133.0,181.0,0.0,0.0,0.0,0.02,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.05,0.05,0.9,0.9,0.8,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,16.0,3.0,130.0,183.0,0.0,0.0,0.0,0.05,0.03,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,1.2,18.0,2.0,132.0,180.0,0.0,0.0,0.0,0.01,0.04,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.05,0.05,0.9,0.9,0.8,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,1.5,20.0,1.0,134.0,182.0,0.0,0.0,0.0,0.04,0.02,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.02,0.02,1.0,1.0,1.0,0.05,0.05,0.9,0.05,0.05,0.05,0.05,0.9,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,1.1,17.0,4.0,131.0,178.0,0.0,0.0,0.0,0.03,0.06,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.1,0.1,0.9,0.9,0.9,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,1.3,19.0,5.0,133.0,181.0,0.0,0.0,0.0,0.02,0.01,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.05,0.05,0.9,0.9,0.8,0.1,0.1,0.9,0.01,0.01,0.01,0.01,0.8,0.9,1.0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,1.4,15.0,3.0,456.0,123.0,0.0,0.0,0.0,0.02,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,3.0,0.12,0.1,0.85,0.9,0.05,0.8,0.01,0.9,0.01,0.03,0.9,0.05,0.02,0.8,0.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,1.6,18.0,5.0,512.0,150.0,0.0,0.0,0.0,0.03,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,4.0,0.08,0.05,0.78,0.8,0.1,0.85,0.02,0.9,0.02,0.04,0.88,0.06,0.03,0.75,0.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.2,12.0,1.0,234.0,87.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,2.0,0.15,0.12,0.82,0.75,0.08,0.7,0.03,0.95,0.01,0.05,0.92,0.04,0.02,0.7,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,1.8,20.0,6.0,600.0,180.0,0.0,0.0,0.0,0.04,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,5.0,0.06,0.07,0.7,0.78,0.12,0.88,0.04,0.92,0.03,0.06,0.85,0.07,0.04,0.78,0.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.0,10.0,0.0,100.0,50.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,1.0,0.18,0.15,0.8,0.7,0.05,0.65,0.01,0.88,0.02,0.02,0.9,0.03,0.01,0.68,0.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,1.7,17.0,4.0,480.0,160.0,0.0,0.0,0.0,0.02,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,3.0,0.1,0.11,0.75,0.82,0.07,0.82,0.02,0.9,0.01,0.04,0.87,0.05,0.03,0.72,0.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,1.3,14.0,2.0,300.0,110.0,0.0,0.0,0.0,0.01,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,2.0,0.13,0.13,0.8,0.78,0.06,0.75,0.02,0.93,0.02,0.03,0.88,0.04,0.02,0.7,0.87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,1.9,19.0,7.0,580.0,190.0,0.0,0.0,0.0,0.03,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,6.0,0.05,0.06,0.72,0.8,0.11,0.86,0.03,0.91,0.02,0.05,0.86,0.06,0.03,0.75,0.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.1,11.0,1.0,150.0,70.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,1.0,0.16,0.14,0.78,0.75,0.06,0.68,0.01,0.89,0.01,0.03,0.9,0.03,0.01,0.65,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,1.5,16.0,3.0,350.0,130.0,0.0,0.0,0.0,0.02,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,4.0,0.09,0.08,0.78,0.8,0.08,0.8,0.03,0.9,0.01,0.04,0.88,0.05,0.03,0.7,0.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,1.2,13.0,1.0,250.0,90.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,2.0,0.14,0.12,0.82,0.75,0.07,0.7,0.02,0.92,0.02,0.03,0.88,0.04,0.02,0.7,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,1.8,18.0,5.0,550.0,170.0,0.0,0.0,0.0,0.03,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,5.0,0.07,0.05,0.7,0.78,0.1,0.85,0.03,0.9,0.02,0.05,0.87,0.06,0.03,0.7,0.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,1.4,15.0,2.0,320.0,115.0,0.0,0.0,0.0,0.01,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,2.0,0.13,0.13,0.8,0.78,0.06,0.75,0.02,0.93,0.02,0.03,0.88,0.04,0.02,0.7,0.87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,1.6,17.0,4.0,460.0,155.0,0.0,0.0,0.0,0.02,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,3.0,0.1,0.11,0.75,0.82,0.07,0.82,0.02,0.9,0.01,0.04,0.87,0.05,0.03,0.72,0.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,1.0,12.0,0.0,120.0,60.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,1.0,0.17,0.15,0.78,0.75,0.05,0.65,0.01,0.88,0.02,0.02,0.9,0.03,0.01,0.68,0.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,1.7,18.0,5.0,490.0,165.0,0.0,0.0,0.0,0.03,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,3.0,0.09,0.08,0.78,0.8,0.08,0.8,0.03,0.9,0.01,0.04,0.88,0.05,0.03,0.7,0.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,1.3,14.0,1.0,280.0,100.0,0.0,0.0,0.0,0.01,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,2.0,0.14,0.12,0.82,0.75,0.07,0.7,0.02,0.92,0.02,0.03,0.88,0.04,0.02,0.7,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,1.9,19.0,6.0,590.0,195.0,0.0,0.0,0.0,0.03,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,6.0,0.05,0.06,0.72,0.8,0.11,0.86,0.03,0.91,0.02,0.05,0.86,0.06,0.03,0.75,0.88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,1.1,11.0,0.0,130.0,65.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,1.0,0.16,0.14,0.78,0.75,0.06,0.68,0.01,0.89,0.01,0.03,0.9,0.03,0.01,0.65,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,1.5,16.0,3.0,340.0,125.0,0.0,0.0,0.0,0.02,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,4.0,0.09,0.08,0.78,0.8,0.08,0.8,0.03,0.9,0.01,0.04,0.88,0.05,0.03,0.7,0.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,1.2,13.0,0.0,240.0,85.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,2.0,0.14,0.12,0.82,0.75,0.07,0.7,0.02,0.92,0.02,0.03,0.88,0.04,0.02,0.7,0.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,1.7,18.0,4.0,530.0,168.0,0.0,0.0,0.0,0.03,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,5.0,0.07,0.05,0.7,0.78,0.1,0.85,0.03,0.9,0.02,0.05,0.87,0.06,0.03,0.7,0.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,1.4,15.0,1.0,260.0,105.0,0.0,0.0,0.0,0.01,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,2.0,0.13,0.13,0.8,0.78,0.06,0.75,0.02,0.93,0.02,0.03,0.88,0.04,0.02,0.7,0.87,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,1.6,17.0,3.0,470.0,152.0,0.0,0.0,0.0,0.02,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,3.0,0.1,0.11,0.75,0.82,0.07,0.82,0.02,0.9,0.01,0.04,0.87,0.05,0.03,0.72,0.85,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,1.0,12.0,0.0,110.0,55.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.0,1.0,0.17,0.15,0.78,0.75,0.05,0.65,0.01,0.88,0.02,0.02,0.9,0.03,0.01,0.68,0.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
