tuple_pair,Attr0,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,class
"t110,t288",3.0,1.0,1.0,6.0,2.0,6.0,0.0,0.0,1.0,
"t111,t288",1.0,5.0,0.0,7.0,2.0,0.0,5.0,2.0,5.0,
"t112,t288",4.0,6.0,2.0,6.0,2.0,0.0,1.0,6.0,6.0,
"t113,t288",0.0,7.0,3.0,7.0,2.0,6.0,5.0,4.0,6.0,
"t114,t288",3.0,4.0,0.0,5.0,2.0,3.0,5.0,4.0,1.0,
"t115,t288",6.0,5.0,4.0,2.0,1.0,0.0,3.0,1.0,6.0,
"t116,t288",3.0,5.0,1.0,7.0,3.0,0.0,3.0,4.0,6.0,
"t117,t288",0.0,5.0,2.0,2.0,3.0,0.0,5.0,1.0,5.0,
"t118,t288",1.0,1.0,3.0,2.0,3.0,0.0,2.0,0.0,4.0,
"t119,t288",3.0,1.0,3.0,2.0,5.0,0.0,4.0,3.0,3.0,
"t120,t288",1.0,8.0,4.0,7.0,1.0,5.0,3.0,3.0,6.0,
"t121,t288",2.0,3.0,1.0,0.0,1.0,0.0,4.0,3.0,3.0,
"t122,t288",3.0,5.0,3.0,2.0,3.0,0.0,6.0,4.0,6.0,
"t123,t288",2.0,4.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,
"t124,t288",2.0,8.0,5.0,2.0,1.0,0.0,1.0,0.0,5.0,
"t125,t288",1.0,6.0,3.0,1.0,2.0,0.0,5.0,4.0,6.0,
"t126,t288",0.0,1.0,0.0,2.0,1.0,7.0,0.0,1.0,3.0,
"t127,t288",1.0,3.0,3.0,2.0,5.0,9.0,5.0,2.0,6.0,
"t128,t288",2.0,4.0,2.0,6.0,0.0,0.0,4.0,4.0,6.0,
"t129,t288",1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,6.0,
"t130,t288",2.0,5.0,1.0,2.0,3.0,0.0,4.0,6.0,6.0,
"t131,t288",3.0,8.0,6.0,7.0,3.0,0.0,3.0,3.0,6.0,
"t132,t288",1.0,1.0,4.0,6.0,1.0,6.0,5.0,3.0,6.0,
"t133,t288",3.0,5.0,0.0,6.0,3.0,2.0,2.0,6.0,6.0,
"t134,t288",2.0,5.0,1.0,2.0,1.0,0.0,4.0,4.0,6.0,
"t135,t288",1.0,3.0,0.0,5.0,2.0,0.0,5.0,3.0,5.0,
"t136,t288",1.0,4.0,2.0,0.0,1.0,0.0,5.0,3.0,6.0,
"t137,t288",3.0,6.0,4.0,7.0,3.0,0.0,1.0,1.0,6.0,
"t138,t288",0.0,3.0,3.0,0.0,5.0,0.0,1.0,2.0,4.0,
"t139,t288",4.0,5.0,3.0,2.0,0.0,9.0,5.0,4.0,6.0,
"t140,t288",3.0,7.0,4.0,3.0,2.0,2.0,1.0,1.0,6.0,
"t141,t288",5.0,2.0,3.0,2.0,2.0,0.0,4.0,2.0,3.0,
"t142,t288",2.0,6.0,4.0,7.0,2.0,7.0,5.0,4.0,4.0,
"t143,t288",1.0,1.0,3.0,1.0,5.0,0.0,1.0,4.0,1.0,
"t144,t288",1.0,1.0,2.0,5.0,3.0,6.0,4.0,3.0,4.0,
"t145,t288",1.0,1.0,3.0,2.0,5.0,0.0,0.0,3.0,3.0,
"t146,t288",4.0,1.0,4.0,2.0,1.0,0.0,3.0,6.0,3.0,
"t147,t288",1.0,1.0,3.0,2.0,3.0,0.0,1.0,3.0,0.0,
"t148,t288",2.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,4.0,
"t149,t288",3.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,3.0,
"t150,t288",0.0,3.0,1.0,5.0,3.0,0.0,1.0,6.0,6.0,
"t151,t288",3.0,1.0,0.0,4.0,2.0,0.0,1.0,2.0,6.0,
"t152,t288",4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,
"t153,t288",3.0,1.0,3.0,2.0,3.0,6.0,0.0,2.0,6.0,
"t154,t288",1.0,4.0,1.0,6.0,2.0,0.0,2.0,1.0,6.0,
"t155,t288",1.0,2.0,1.0,3.0,5.0,0.0,1.0,5.0,6.0,
"t156,t288",3.0,1.0,3.0,1.0,5.0,0.0,0.0,5.0,6.0,
"t157,t288",2.0,1.0,3.0,2.0,5.0,0.0,2.0,3.0,6.0,
"t158,t288",1.0,2.0,1.0,6.0,1.0,8.0,3.0,3.0,6.0,
"t159,t288",3.0,1.0,3.0,7.0,2.0,0.0,3.0,6.0,6.0,
"t160,t288",3.0,1.0,3.0,7.0,1.0,9.0,6.0,1.0,6.0,
"t161,t288",3.0,5.0,4.0,2.0,1.0,0.0,2.0,6.0,6.0,
"t162,t288",2.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,6.0,
"t163,t288",3.0,4.0,2.0,0.0,1.0,0.0,2.0,0.0,6.0,
"t164,t288",3.0,7.0,5.0,7.0,3.0,4.0,7.0,6.0,5.0,
"t165,t288",3.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,
"t166,t288",1.0,1.0,2.0,2.0,1.0,7.0,2.0,3.0,6.0,
"t167,t288",3.0,0.0,1.0,1.0,1.0,6.0,1.0,3.0,4.0,
"t168,t288",3.0,3.0,1.0,6.0,1.0,0.0,1.0,0.0,6.0,
"t169,t288",1.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,5.0,
"t170,t288",3.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,6.0,
"t171,t288",2.0,1.0,3.0,2.0,5.0,5.0,2.0,3.0,3.0,
"t172,t288",1.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,6.0,
"t173,t288",3.0,1.0,3.0,2.0,1.0,0.0,0.0,6.0,2.0,
"t174,t288",4.0,3.0,3.0,2.0,2.0,7.0,5.0,3.0,6.0,
"t175,t288",1.0,6.0,5.0,7.0,2.0,6.0,4.0,6.0,6.0,
"t176,t288",2.0,1.0,2.0,4.0,2.0,0.0,1.0,6.0,6.0,
"t177,t288",2.0,1.0,3.0,2.0,1.0,0.0,2.0,2.0,5.0,
"t178,t288",1.0,1.0,3.0,2.0,2.0,5.0,4.0,1.0,0.0,
"t179,t288",1.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0,5.0,
"t180,t288",3.0,1.0,3.0,1.0,2.0,0.0,1.0,3.0,6.0,
"t181,t288",3.0,2.0,1.0,5.0,1.0,0.0,1.0,6.0,6.0,
"t182,t288",0.0,4.0,1.0,2.0,1.0,0.0,3.0,4.0,6.0,
"t183,t288",0.0,5.0,3.0,5.0,1.0,0.0,2.0,2.0,6.0,
"t184,t288",1.0,1.0,3.0,2.0,1.0,0.0,1.0,3.0,6.0,
"t185,t288",0.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,5.0,
"t186,t288",2.0,2.0,3.0,2.0,0.0,0.0,2.0,3.0,6.0,
"t187,t288",1.0,5.0,3.0,7.0,1.0,0.0,6.0,2.0,5.0,
"t188,t288",1.0,1.0,3.0,4.0,3.0,0.0,0.0,5.0,6.0,
"t189,t288",3.0,0.0,0.0,5.0,1.0,8.0,1.0,0.0,6.0,
"t190,t288",2.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,6.0,
"t191,t288",1.0,1.0,2.0,3.0,1.0,0.0,2.0,3.0,6.0,
"t192,t288",1.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,6.0,
"t193,t288",2.0,1.0,1.0,1.0,1.0,7.0,4.0,6.0,6.0,
"t194,t288",3.0,1.0,1.0,3.0,1.0,9.0,2.0,6.0,6.0,
"t195,t288",5.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,6.0,
"t196,t288",3.0,6.0,3.0,3.0,2.0,0.0,4.0,6.0,6.0,
"t197,t288",3.0,1.0,1.0,5.0,1.0,0.0,1.0,6.0,6.0,
"t198,t288",2.0,5.0,1.0,0.0,1.0,9.0,0.0,3.0,6.0,
"t199,t288",2.0,6.0,5.0,0.0,0.0,0.0,0.0,6.0,5.0,
"t200,t288",3.0,4.0,3.0,5.0,0.0,2.0,1.0,1.0,4.0,
"t201,t288",2.0,1.0,3.0,2.0,5.0,0.0,2.0,6.0,6.0,
"t202,t288",2.0,1.0,3.0,2.0,0.0,8.0,0.0,2.0,6.0,
"t203,t288",1.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,3.0,
"t204,t288",3.0,3.0,1.0,3.0,2.0,4.0,1.0,0.0,4.0,
"t205,t288",1.0,2.0,3.0,4.0,0.0,7.0,3.0,3.0,6.0,
"t206,t288",3.0,1.0,0.0,0.0,2.0,9.0,2.0,3.0,4.0,
"t207,t288",2.0,1.0,3.0,2.0,5.0,8.0,2.0,3.0,3.0,
"t208,t288",0.0,1.0,1.0,1.0,2.0,0.0,1.0,5.0,4.0,
"t209,t288",2.0,2.0,3.0,7.0,1.0,9.0,1.0,3.0,4.0,
"t210,t288",2.0,1.0,3.0,0.0,0.0,5.0,1.0,3.0,6.0,
"t211,t288",4.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,6.0,
"t212,t288",3.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,
"t213,t288",2.0,1.0,3.0,3.0,1.0,5.0,4.0,3.0,6.0,
"t214,t288",2.0,1.0,3.0,5.0,2.0,7.0,0.0,3.0,5.0,
"t215,t288",3.0,1.0,1.0,4.0,2.0,6.0,2.0,1.0,6.0,
"t216,t288",3.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,6.0,
"t217,t288",2.0,3.0,2.0,2.0,5.0,9.0,5.0,6.0,6.0,
"t218,t288",2.0,5.0,2.0,2.0,1.0,0.0,4.0,1.0,6.0,
"t219,t288",3.0,1.0,3.0,2.0,5.0,9.0,0.0,1.0,1.0,
"t220,t288",0.0,6.0,3.0,4.0,2.0,7.0,5.0,5.0,0.0,
"t221,t288",2.0,6.0,2.0,7.0,3.0,0.0,3.0,4.0,6.0,
"t222,t288",3.0,1.0,3.0,2.0,1.0,9.0,5.0,6.0,3.0,
"t223,t288",1.0,2.0,1.0,4.0,1.0,0.0,3.0,6.0,6.0,
"t224,t288",3.0,1.0,3.0,5.0,5.0,0.0,1.0,3.0,6.0,
"t225,t288",2.0,1.0,3.0,7.0,5.0,2.0,5.0,4.0,6.0,
"t226,t288",1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,6.0,
"t227,t288",1.0,5.0,3.0,3.0,1.0,6.0,1.0,3.0,6.0,
"t228,t288",3.0,1.0,3.0,1.0,4.0,0.0,1.0,3.0,3.0,
"t229,t288",3.0,1.0,3.0,4.0,1.0,0.0,5.0,3.0,3.0,
"t230,t288",0.0,3.0,4.0,6.0,0.0,0.0,1.0,3.0,1.0,
"t231,t288",3.0,5.0,1.0,4.0,0.0,0.0,1.0,6.0,6.0,
"t232,t288",1.0,4.0,2.0,3.0,3.0,0.0,4.0,4.0,6.0,
"t233,t288",3.0,6.0,2.0,4.0,2.0,3.0,5.0,2.0,4.0,
"t234,t288",3.0,5.0,2.0,4.0,2.0,5.0,1.0,4.0,6.0,
"t235,t288",3.0,1.0,1.0,2.0,1.0,5.0,2.0,4.0,6.0,
"t236,t288",0.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,5.0,
"t237,t288",3.0,5.0,4.0,2.0,2.0,0.0,1.0,6.0,5.0,
"t238,t288",2.0,1.0,3.0,2.0,1.0,0.0,3.0,1.0,4.0,
"t239,t288",1.0,3.0,2.0,0.0,2.0,0.0,3.0,2.0,6.0,
"t240,t288",1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,5.0,
"t241,t288",0.0,4.0,1.0,0.0,2.0,0.0,3.0,0.0,6.0,
"t242,t288",1.0,1.0,0.0,1.0,0.0,0.0,4.0,4.0,6.0,
"t243,t288",1.0,5.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,
"t244,t288",2.0,4.0,3.0,4.0,1.0,3.0,0.0,2.0,6.0,
"t245,t288",1.0,4.0,3.0,0.0,1.0,2.0,1.0,1.0,6.0,
"t246,t288",2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,
"t247,t288",1.0,1.0,3.0,0.0,2.0,6.0,1.0,0.0,6.0,
"t248,t288",1.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,6.0,
"t249,t288",5.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,6.0,
"t250,t288",1.0,1.0,0.0,6.0,2.0,7.0,0.0,0.0,6.0,
"t251,t288",1.0,1.0,3.0,5.0,2.0,0.0,1.0,2.0,6.0,
"t252,t288",3.0,1.0,3.0,4.0,3.0,4.0,0.0,3.0,6.0,
"t253,t288",4.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,6.0,
"t254,t288",0.0,1.0,0.0,4.0,1.0,2.0,5.0,1.0,5.0,
"t255,t288",1.0,2.0,3.0,4.0,1.0,0.0,5.0,0.0,4.0,
"t256,t288",1.0,5.0,1.0,3.0,1.0,4.0,5.0,2.0,6.0,
"t257,t288",2.0,1.0,1.0,0.0,1.0,4.0,0.0,3.0,5.0,
"t258,t288",1.0,0.0,2.0,0.0,5.0,0.0,1.0,2.0,6.0,
"t259,t288",3.0,4.0,2.0,0.0,2.0,0.0,1.0,5.0,6.0,
"t260,t288",2.0,1.0,2.0,5.0,1.0,0.0,1.0,0.0,6.0,
"t261,t288",1.0,1.0,3.0,6.0,2.0,0.0,2.0,0.0,6.0,
"t262,t288",1.0,7.0,3.0,2.0,2.0,7.0,2.0,1.0,4.0,
"t263,t288",1.0,4.0,2.0,5.0,2.0,0.0,3.0,3.0,6.0,
"t264,t288",2.0,1.0,1.0,0.0,1.0,7.0,3.0,3.0,6.0,
"t265,t288",1.0,4.0,1.0,2.0,1.0,0.0,3.0,0.0,6.0,
"t266,t288",1.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,6.0,
"t267,t288",1.0,5.0,1.0,2.0,1.0,1.0,1.0,0.0,6.0,
"t268,t288",3.0,1.0,3.0,7.0,1.0,0.0,3.0,3.0,3.0,
"t269,t288",0.0,5.0,2.0,7.0,2.0,0.0,3.0,0.0,6.0,
"t270,t288",1.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,
"t271,t288",0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,3.0,
"t272,t288",3.0,0.0,3.0,5.0,1.0,0.0,0.0,4.0,4.0,
"t273,t288",3.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,
"t274,t288",1.0,1.0,3.0,5.0,4.0,6.0,0.0,2.0,6.0,
"t275,t288",1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,6.0,
"t276,t288",1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,6.0,
"t277,t288",2.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,
"t278,t288",1.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,6.0,
"t279,t288",2.0,1.0,0.0,0.0,5.0,5.0,5.0,0.0,6.0,
"t280,t288",5.0,1.0,1.0,0.0,1.0,5.0,4.0,1.0,6.0,
"t281,t288",1.0,1.0,2.0,4.0,2.0,6.0,1.0,5.0,6.0,
"t282,t288",2.0,1.0,3.0,0.0,2.0,0.0,1.0,3.0,6.0,
"t283,t288",6.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,6.0,
"t284,t288",1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,5.0,
"t285,t288",1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,6.0,
"t286,t288",3.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,4.0,
"t287,t288",2.0,1.0,3.0,4.0,5.0,0.0,1.0,6.0,6.0,
"t0,t289",2.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,
"t1,t289",5.0,7.0,7.0,2.0,8.0,7.0,4.0,3.0,1.0,
"t2,t289",2.0,3.0,5.0,5.0,3.0,1.0,3.0,2.0,2.0,
"t3,t289",3.0,6.0,4.0,1.0,4.0,9.0,4.0,4.0,1.0,
"t4,t289",0.0,3.0,3.0,1.0,6.0,0.0,4.0,6.0,0.0,
"t5,t289",3.0,7.0,8.0,5.0,5.0,0.0,3.0,3.0,2.0,
"t6,t289",0.0,5.0,5.0,2.0,4.0,3.0,1.0,3.0,1.0,
"t7,t289",5.0,8.0,7.0,1.0,8.0,3.0,5.0,1.0,1.0,
"t8,t289",0.0,3.0,3.0,2.0,2.0,5.0,1.0,3.0,1.0,
"t9,t289",0.0,0.0,0.0,3.0,4.0,9.0,0.0,2.0,1.0,
"t10,t289",5.0,6.0,6.0,4.0,8.0,0.0,3.0,1.0,1.0,
"t11,t289",8.0,5.0,7.0,2.0,4.0,3.0,1.0,2.0,1.0,
"t12,t289",0.0,6.0,7.0,4.0,7.0,7.0,2.0,2.0,0.0,
"t13,t289",4.0,0.0,0.0,3.0,2.0,0.0,1.0,4.0,1.0,
"t14,t289",0.0,0.0,0.0,1.0,2.0,9.0,0.0,3.0,1.0,
"t15,t289",7.0,3.0,3.0,1.0,6.0,1.0,4.0,1.0,1.0,
"t16,t289",3.0,2.0,3.0,3.0,6.0,2.0,5.0,1.0,0.0,
"t17,t289",1.0,5.0,2.0,4.0,8.0,7.0,6.0,6.0,3.0,
"t18,t289",5.0,7.0,7.0,1.0,8.0,6.0,5.0,3.0,1.0,
"t19,t289",0.0,7.0,4.0,3.0,7.0,5.0,4.0,3.0,0.0,
"t20,t289",5.0,5.0,5.0,3.0,0.0,2.0,1.0,4.0,5.0,
"t21,t289",0.0,5.0,5.0,1.0,2.0,2.0,1.0,6.0,1.0,
"t22,t289",0.0,4.0,4.0,2.0,6.0,5.0,5.0,1.0,1.0,
"t23,t289",2.0,0.0,0.0,4.0,7.0,4.0,5.0,2.0,1.0,
"t24,t289",2.0,8.0,6.0,4.0,5.0,9.0,3.0,3.0,2.0,
"t25,t289",5.0,8.0,7.0,4.0,4.0,0.0,3.0,6.0,1.0,
"t26,t289",1.0,5.0,5.0,3.0,8.0,8.0,3.0,6.0,1.0,
"t27,t289",5.0,7.0,5.0,0.0,7.0,7.0,4.0,3.0,1.0,
"t28,t289",1.0,0.0,0.0,4.0,0.0,2.0,5.0,4.0,1.0,
"t29,t289",4.0,7.0,6.0,4.0,5.0,8.0,5.0,2.0,1.0,
"t30,t289",0.0,6.0,8.0,4.0,7.0,8.0,4.0,4.0,8.0,
"t31,t289",5.0,7.0,6.0,4.0,2.0,0.0,4.0,2.0,1.0,
"t32,t289",2.0,7.0,2.0,2.0,6.0,1.0,0.0,2.0,6.0,
"t33,t289",4.0,0.0,8.0,3.0,0.0,8.0,1.0,1.0,8.0,
"t34,t289",0.0,4.0,6.0,4.0,7.0,6.0,5.0,5.0,1.0,
"t35,t289",7.0,5.0,3.0,3.0,2.0,1.0,1.0,3.0,5.0,
"t36,t289",5.0,0.0,4.0,4.0,0.0,6.0,4.0,3.0,8.0,
"t37,t289",7.0,7.0,4.0,1.0,5.0,2.0,4.0,3.0,1.0,
"t38,t289",7.0,4.0,4.0,1.0,5.0,0.0,2.0,1.0,1.0,
"t39,t289",1.0,4.0,1.0,3.0,0.0,4.0,6.0,2.0,8.0,
"t40,t289",3.0,5.0,4.0,5.0,5.0,0.0,1.0,2.0,2.0,
"t41,t289",0.0,7.0,5.0,4.0,0.0,5.0,5.0,3.0,0.0,
"t42,t289",8.0,7.0,6.0,1.0,8.0,5.0,6.0,2.0,1.0,
"t43,t289",2.0,8.0,7.0,4.0,4.0,7.0,1.0,6.0,1.0,
"t44,t289",0.0,0.0,0.0,3.0,8.0,0.0,4.0,6.0,1.0,
"t45,t289",9.0,4.0,2.0,5.0,2.0,0.0,3.0,0.0,1.0,
"t46,t289",4.0,5.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,
"t47,t289",2.0,4.0,6.0,2.0,5.0,1.0,5.0,6.0,1.0,
"t48,t289",0.0,7.0,7.0,5.0,8.0,0.0,1.0,4.0,1.0,
"t49,t289",0.0,0.0,0.0,2.0,0.0,2.0,0.0,6.0,1.0,
"t50,t289",6.0,5.0,5.0,5.0,6.0,0.0,1.0,2.0,6.0,
"t51,t289",0.0,0.0,0.0,3.0,0.0,0.0,3.0,4.0,1.0,
"t52,t289",5.0,6.0,4.0,2.0,1.0,3.0,0.0,3.0,1.0,
"t53,t289",3.0,5.0,7.0,2.0,6.0,0.0,1.0,2.0,3.0,
"t54,t289",2.0,7.0,5.0,1.0,5.0,0.0,7.0,1.0,0.0,
"t55,t289",5.0,0.0,2.0,5.0,2.0,0.0,5.0,1.0,1.0,
"t56,t289",1.0,5.0,5.0,1.0,6.0,5.0,4.0,4.0,1.0,
"t57,t289",7.0,6.0,5.0,3.0,4.0,2.0,4.0,6.0,1.0,
"t58,t289",2.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,
"t59,t289",3.0,8.0,6.0,4.0,4.0,0.0,3.0,3.0,1.0,
"t60,t289",0.0,0.0,2.0,1.0,6.0,5.0,0.0,3.0,1.0,
"t61,t289",5.0,5.0,5.0,1.0,7.0,0.0,5.0,6.0,1.0,
"t62,t289",1.0,1.0,0.0,2.0,4.0,0.0,1.0,3.0,4.0,
"t63,t289",0.0,3.0,3.0,1.0,5.0,0.0,3.0,0.0,0.0,
"t64,t289",5.0,4.0,3.0,3.0,2.0,0.0,5.0,3.0,1.0,
"t65,t289",4.0,0.0,0.0,5.0,2.0,0.0,2.0,3.0,5.0,
"t66,t289",2.0,4.0,5.0,1.0,7.0,0.0,2.0,6.0,1.0,
"t67,t289",5.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,1.0,
"t68,t289",5.0,0.0,0.0,2.0,2.0,9.0,3.0,3.0,1.0,
"t69,t289",5.0,7.0,7.0,2.0,4.0,0.0,5.0,6.0,1.0,
"t70,t289",5.0,2.0,2.0,3.0,5.0,0.0,1.0,1.0,1.0,
"t71,t289",9.0,5.0,2.0,1.0,5.0,2.0,1.0,3.0,1.0,
"t72,t289",0.0,5.0,4.0,5.0,4.0,0.0,1.0,0.0,8.0,
"t73,t289",5.0,2.0,6.0,5.0,5.0,2.0,1.0,3.0,1.0,
"t74,t289",0.0,0.0,0.0,3.0,4.0,2.0,1.0,3.0,1.0,
"t75,t289",3.0,5.0,0.0,5.0,0.0,0.0,4.0,3.0,1.0,
"t76,t289",1.0,3.0,3.0,0.0,5.0,0.0,1.0,1.0,1.0,
"t77,t289",0.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,
"t78,t289",5.0,0.0,0.0,4.0,4.0,0.0,1.0,3.0,3.0,
"t79,t289",0.0,0.0,1.0,2.0,3.0,5.0,5.0,2.0,1.0,
"t80,t289",2.0,0.0,0.0,5.0,5.0,0.0,0.0,3.0,4.0,
"t81,t289",2.0,0.0,2.0,3.0,6.0,2.0,1.0,0.0,1.0,
"t82,t289",0.0,0.0,0.0,5.0,3.0,0.0,1.0,3.0,2.0,
"t83,t289",0.0,0.0,0.0,5.0,7.0,0.0,2.0,1.0,1.0,
"t84,t289",2.0,3.0,2.0,2.0,5.0,5.0,3.0,3.0,0.0,
"t85,t289",4.0,0.0,3.0,2.0,4.0,6.0,0.0,3.0,0.0,
"t86,t289",0.0,4.0,6.0,2.0,0.0,0.0,1.0,3.0,1.0,
"t87,t289",6.0,9.0,9.0,2.0,9.0,5.0,6.0,6.0,1.0,
"t88,t289",3.0,5.0,4.0,2.0,7.0,2.0,1.0,3.0,1.0,
"t89,t289",0.0,5.0,5.0,1.0,7.0,0.0,1.0,2.0,0.0,
"t90,t289",0.0,5.0,3.0,1.0,6.0,0.0,0.0,2.0,1.0,
"t91,t289",2.0,1.0,1.0,0.0,7.0,5.0,1.0,0.0,1.0,
"t92,t289",3.0,6.0,3.0,1.0,7.0,3.0,1.0,1.0,1.0,
"t93,t289",4.0,2.0,3.0,0.0,4.0,2.0,0.0,2.0,0.0,
"t94,t289",0.0,6.0,5.0,0.0,5.0,0.0,4.0,6.0,1.0,
"t95,t289",0.0,2.0,2.0,3.0,2.0,0.0,4.0,1.0,8.0,
"t96,t289",1.0,2.0,2.0,0.0,4.0,8.0,4.0,3.0,2.0,
"t97,t289",2.0,0.0,0.0,3.0,4.0,1.0,5.0,3.0,8.0,
"t98,t289",0.0,6.0,7.0,3.0,7.0,0.0,3.0,4.0,0.0,
"t99,t289",2.0,0.0,0.0,3.0,5.0,0.0,1.0,1.0,1.0,
"t100,t289",2.0,6.0,6.0,4.0,8.0,1.0,5.0,4.0,1.0,
"t101,t289",0.0,6.0,6.0,5.0,8.0,0.0,3.0,4.0,1.0,
"t102,t289",4.0,0.0,0.0,3.0,2.0,0.0,1.0,4.0,1.0,
"t103,t289",5.0,4.0,4.0,3.0,6.0,0.0,5.0,1.0,1.0,
"t104,t289",0.0,5.0,2.0,5.0,7.0,0.0,3.0,6.0,1.0,
"t105,t289",5.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,
"t106,t289",0.0,6.0,6.0,5.0,4.0,0.0,3.0,2.0,1.0,
"t107,t289",3.0,1.0,6.0,5.0,0.0,7.0,3.0,4.0,1.0,
"t108,t289",0.0,0.0,4.0,2.0,7.0,0.0,4.0,4.0,0.0,
"t109,t289",7.0,7.0,5.0,3.0,7.0,0.0,1.0,6.0,1.0,
"t110,t289",0.0,2.0,2.0,3.0,7.0,6.0,0.0,0.0,6.0,
"t111,t289",2.0,6.0,3.0,4.0,7.0,0.0,5.0,2.0,0.0,
"t112,t289",7.0,7.0,5.0,3.0,7.0,0.0,1.0,6.0,1.0,
"t113,t289",3.0,8.0,6.0,4.0,7.0,6.0,5.0,4.0,1.0,
"t114,t289",0.0,5.0,3.0,2.0,7.0,3.0,5.0,4.0,6.0,
"t115,t289",9.0,6.0,7.0,5.0,6.0,0.0,3.0,1.0,1.0,
"t116,t289",0.0,6.0,4.0,4.0,8.0,0.0,3.0,4.0,1.0,
"t117,t289",3.0,6.0,5.0,5.0,8.0,0.0,5.0,1.0,0.0,
"t118,t289",2.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,1.0,
"t119,t289",0.0,0.0,0.0,5.0,0.0,0.0,4.0,3.0,8.0,
"t120,t289",4.0,9.0,7.0,4.0,6.0,5.0,3.0,3.0,1.0,
"t121,t289",5.0,4.0,4.0,3.0,4.0,0.0,4.0,3.0,2.0,
"t122,t289",0.0,6.0,6.0,1.0,8.0,0.0,6.0,4.0,1.0,
"t123,t289",5.0,5.0,3.0,3.0,4.0,0.0,1.0,3.0,1.0,
"t124,t289",1.0,9.0,8.0,1.0,6.0,0.0,1.0,0.0,0.0,
"t125,t289",2.0,7.0,6.0,4.0,7.0,0.0,5.0,4.0,1.0,
"t126,t289",3.0,2.0,3.0,1.0,6.0,7.0,0.0,1.0,2.0,
"t127,t289",2.0,4.0,6.0,5.0,0.0,9.0,5.0,2.0,1.0,
"t128,t289",5.0,5.0,5.0,3.0,5.0,0.0,4.0,4.0,1.0,
"t129,t289",4.0,2.0,3.0,3.0,4.0,2.0,0.0,2.0,1.0,
"t130,t289",5.0,6.0,4.0,5.0,8.0,0.0,4.0,6.0,1.0,
"t131,t289",0.0,9.0,9.0,4.0,8.0,0.0,3.0,3.0,1.0,
"t132,t289",2.0,0.0,7.0,3.0,4.0,6.0,5.0,3.0,1.0,
"t133,t289",0.0,6.0,3.0,3.0,8.0,2.0,2.0,6.0,1.0,
"t134,t289",5.0,6.0,4.0,1.0,6.0,0.0,4.0,4.0,1.0,
"t135,t289",2.0,4.0,3.0,2.0,7.0,0.0,5.0,3.0,0.0,
"t136,t289",4.0,5.0,5.0,3.0,6.0,0.0,5.0,3.0,1.0,
"t137,t289",0.0,7.0,7.0,4.0,8.0,0.0,1.0,1.0,1.0,
