tuple_pair,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8,Attr9,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,class
"t52,t118",2,4,8,14,1,2,5,3,0,15,7,19,8,12,1,2,9,12,0
"t52,t119",0,1,2,21,4,3,1,2,0,5,0,4,11,17,2,6,16,21,0
"t52,t120",9,11,24,20,0,7,41,14,3,33,33,157,33,3,2,8,2,5,0
"t52,t121",3,2,10,22,3,4,21,10,1,1,26,83,25,5,2,1,5,10,0
"t52,t122",4,1,1,5,8,3,17,6,1,10,15,53,1,7,3,6,1,4,0
"t52,t123",2,3,22,28,6,4,28,12,2,15,29,110,9,7,5,14,4,11,0
"t52,t124",1,7,8,20,2,4,22,10,1,19,28,86,23,5,6,10,4,10,0
"t52,t125",7,5,30,51,10,5,32,12,2,18,24,126,9,13,7,15,12,20,0
"t52,t126",1,7,13,31,7,4,25,11,2,18,31,99,27,6,7,1,3,10,0
"t52,t127",7,8,27,50,10,5,33,13,2,18,29,131,27,11,9,2,11,18,0
"t52,t128",0,10,17,17,2,6,43,14,3,34,30,163,33,3,6,1,1,6,0
"t52,t129",7,3,17,5,5,3,22,8,1,12,24,76,3,1,4,13,0,1,0
"t52,t130",0,1,0,6,1,1,1,0,0,5,0,4,4,9,2,4,6,8,0
"t52,t131",2,6,27,20,0,7,39,14,3,26,36,155,23,2,4,14,0,9,0
"t52,t132",3,3,26,22,2,5,31,12,2,16,32,122,10,6,5,16,4,14,0
"t52,t133",7,4,12,12,0,3,9,4,1,16,16,32,0,4,4,2,5,4,0
"t52,t134",0,5,10,31,8,5,20,9,1,14,21,77,22,9,3,2,8,15,0
"t52,t135",4,8,22,24,6,7,41,14,3,27,29,158,34,4,8,5,1,7,0
"t52,t136",6,2,24,44,7,5,28,12,2,11,25,111,15,14,0,2,15,20,0
"t52,t137",9,3,24,51,9,5,27,11,2,16,23,106,12,14,5,6,15,21,0
"t52,t138",3,8,16,16,3,5,39,13,3,29,30,148,25,1,3,1,0,5,0
"t52,t139",10,1,19,41,6,4,22,10,1,21,21,86,28,16,6,1,17,22,0
"t52,t140",3,2,2,12,0,2,0,1,0,8,3,1,1,13,1,6,9,13,0
"t52,t141",6,3,0,17,2,2,4,2,0,3,2,14,36,14,3,15,13,17,0
"t52,t142",0,1,4,10,3,2,2,0,0,6,3,5,7,14,2,7,15,18,0
"t52,t143",8,9,27,214,82,45,37,14,2,26,180,146,35,57,3,7,4,10,0
"t52,t144",5,6,8,32,7,3,19,9,1,17,26,72,15,6,8,7,4,8,0
"t52,t145",3,2,7,10,4,2,0,0,0,0,3,2,27,2,7,12,3,1,0
"t52,t146",9,5,18,23,1,6,33,13,2,20,33,131,7,7,7,21,3,14,0
"t52,t147",4,5,14,38,8,4,18,8,1,16,18,71,15,14,5,4,17,23,0
"t52,t148",3,6,12,18,2,2,18,8,1,17,28,65,14,0,1,1,2,1,0
"t52,t149",0,3,14,9,2,2,1,0,0,8,1,0,15,12,3,1,4,3,0
"t52,t150",3,2,10,30,4,4,15,7,1,5,13,57,33,16,3,16,17,23,0
"t52,t151",3,7,15,42,12,4,24,11,1,15,29,97,27,7,1,1,7,13,0
"t52,t152",4,6,11,33,8,3,17,8,1,16,25,64,10,3,6,0,3,5,0
"t52,t153",3,6,18,6,2,6,38,13,3,22,23,144,24,2,3,10,0,7,0
"t52,t154",7,4,6,39,12,5,16,8,1,13,23,60,18,7,2,11,8,15,0
"t52,t155",4,8,17,14,1,7,42,14,3,32,33,161,19,1,9,14,2,6,0
"t52,t156",9,9,30,43,8,7,41,14,3,28,36,163,33,7,3,11,5,12,0
"t52,t157",0,1,2,4,2,1,1,1,0,3,1,1,23,6,7,6,2,4,0
"t52,t158",8,11,29,18,2,7,40,14,3,33,38,158,34,3,4,3,1,8,0
"t52,t159",3,4,8,6,3,3,13,6,1,15,22,46,10,5,1,15,4,5,0
"t52,t160",1,1,1,7,0,2,4,1,0,6,6,13,7,14,8,5,13,16,0
"t52,t161",8,4,10,31,8,3,10,5,1,14,14,38,7,9,5,3,8,10,0
"t52,t162",2,2,5,6,1,1,0,0,0,1,3,4,16,10,2,12,4,3,0
"t52,t163",10,7,29,50,11,6,36,13,2,20,27,143,22,11,0,6,8,15,0
"t52,t164",2,1,7,14,4,1,1,0,0,1,5,1,27,8,1,14,5,3,0
"t52,t165",7,9,27,44,10,7,38,13,3,29,32,147,26,4,2,13,1,9,0
"t52,t166",3,4,27,25,2,6,34,13,2,15,33,137,9,6,1,11,3,11,0
"t52,t167",4,5,23,112,41,42,32,12,2,20,60,124,12,13,4,7,2,10,0
"t52,t168",4,9,27,26,2,5,34,13,2,26,35,137,32,5,5,0,2,11,0
"t52,t169",1,2,7,4,0,1,1,0,0,5,1,1,25,3,4,3,3,2,0
"t52,t170",2,4,0,21,3,2,9,5,1,1,8,35,39,15,5,8,15,20,0
"t52,t171",4,10,28,187,70,45,35,13,2,27,132,138,48,40,9,13,1,8,0
"t52,t172",2,1,18,36,6,4,19,9,1,8,16,73,28,15,6,4,17,23,0
"t52,t173",11,3,4,14,0,3,12,5,1,14,18,39,5,0,4,5,0,0,0
"t52,t174",7,3,21,40,7,4,26,11,2,21,25,101,18,11,5,7,11,17,0
"t52,t175",10,8,30,55,12,6,37,14,2,19,33,146,30,9,5,13,10,16,0
"t52,t176",12,1,10,17,0,4,13,5,1,15,19,43,18,6,5,8,2,1,0
"t52,t177",7,1,12,7,4,5,9,4,1,8,16,30,33,7,7,11,7,4,0
"t52,t178",10,8,30,41,8,5,33,13,2,19,33,131,30,8,6,9,8,13,0
"t52,t179",11,7,30,54,11,6,39,14,3,28,33,157,5,11,1,10,8,14,0
"t52,t180",3,8,20,31,7,7,42,14,3,31,30,159,24,5,4,7,1,8,0
"t52,t181",8,1,14,27,4,5,15,7,1,6,21,54,24,9,7,5,8,9,0
"t52,t182",8,2,8,32,5,4,15,7,1,6,14,57,33,16,0,1,17,22,0
"t52,t183",6,3,8,6,4,3,21,7,1,14,20,67,9,3,2,17,2,2,0
"t52,t184",3,9,22,12,2,7,42,14,3,34,35,161,22,1,8,5,2,7,0
"t52,t185",0,2,8,20,3,3,4,3,0,10,5,17,9,15,2,9,18,22,0
"t52,t186",7,2,15,20,2,2,18,8,1,9,26,67,15,5,9,2,3,2,0
"t52,t187",8,10,29,43,8,6,39,14,3,32,39,155,34,3,5,13,0,9,0
"t52,t188",12,6,30,57,11,6,40,14,3,20,33,159,2,12,5,7,10,16,0
"t52,t189",5,1,19,34,3,4,21,9,1,10,19,81,29,16,1,15,17,23,0
"t52,t190",7,6,32,47,9,6,35,13,2,27,30,140,9,12,0,15,10,17,0
"t52,t191",8,7,27,44,12,6,39,13,3,27,30,149,24,5,8,9,3,9,0
"t52,t192",3,3,5,15,3,2,5,2,0,8,8,15,2,2,3,1,2,2,0
"t52,t193",2,4,6,32,6,4,12,6,1,13,10,45,9,15,6,0,19,24,0
"t52,t194",2,1,12,31,5,3,19,8,1,11,16,70,31,14,9,21,12,19,0
"t52,t195",3,9,26,14,1,7,39,13,3,31,29,146,24,4,4,7,2,6,0
"t52,t196",1,7,22,35,8,5,29,12,2,19,29,116,22,7,8,2,4,13,0
"t52,t197",4,10,20,15,0,7,42,14,3,38,29,158,33,2,8,12,2,6,0
"t52,t198",12,0,8,11,1,3,12,6,1,9,20,43,29,9,6,10,7,8,0
"t53,t54",6,10,22,45,13,2,30,9,2,18,15,121,68,1,16,5,3,4,0
"t53,t55",11,8,16,34,8,2,21,6,2,17,3,85,56,5,10,0,3,7,0
"t53,t56",9,5,26,24,6,1,28,8,2,8,9,114,31,1,11,5,2,1,0
"t53,t57",9,3,20,39,12,1,27,8,2,4,11,110,28,3,16,1,2,6,0
"t53,t58",7,6,28,55,18,2,26,9,2,5,10,114,28,11,9,1,8,16,0
"t53,t59",11,3,5,12,3,2,2,0,1,1,3,7,10,5,12,2,7,4,0
"t53,t60",10,2,13,40,11,1,0,1,0,14,1,9,3,11,16,4,10,9,0
"t53,t61",7,4,26,49,16,2,22,8,2,6,6,101,29,11,1,5,7,15,0
"t53,t62",11,1,9,74,35,34,2,1,0,10,30,16,7,23,8,10,9,8,0
"t53,t63",11,6,13,13,2,0,13,3,1,9,2,49,41,3,17,2,2,0,0
"t53,t64",5,0,2,13,4,2,3,1,0,7,6,9,13,3,10,14,3,0,0
"t53,t65",3,1,1,11,4,1,6,2,1,2,4,29,13,2,1,13,5,5,0
"t53,t66",13,1,9,23,5,0,10,2,1,2,1,38,3,5,17,1,4,2,0
"t53,t67",18,3,20,78,38,46,18,5,2,5,61,74,12,32,13,2,2,1,0
"t53,t68",6,11,24,25,5,0,26,7,2,23,11,105,69,1,9,0,4,1,0
"t53,t69",4,2,5,6,1,1,2,0,1,0,3,8,25,0,14,3,0,2,0
"t53,t70",9,5,6,31,10,0,8,2,1,7,0,33,26,5,8,7,3,1,0
"t53,t71",10,2,5,15,3,2,4,0,0,17,5,12,2,7,14,9,7,5,0
"t53,t72",7,0,8,27,9,2,2,0,0,10,10,8,5,10,15,3,9,6,0
"t53,t73",13,4,26,22,3,1,24,7,2,9,13,98,25,0,10,7,1,1,0
"t53,t74",9,7,8,8,1,1,14,3,1,13,6,55,26,1,4,2,1,1,0
"t53,t75",9,3,2,15,6,0,8,2,1,7,5,37,44,3,16,19,5,7,0
"t53,t76",15,11,43,62,12,6,40,14,3,28,34,160,45,22,12,2,12,16,0
"t53,t77",15,10,24,49,12,4,37,13,3,22,30,151,53,6,16,11,6,10,0
"t53,t78",8,6,24,61,19,2,18,7,1,10,11,86,36,18,5,12,10,17,0
"t53,t79",10,5,28,25,7,3,29,9,2,9,21,117,27,6,4,3,9,8,0
"t53,t80",13,6,9,10,1,1,11,3,1,11,3,46,27,3,17,6,3,1,0
"t53,t81",11,4,1,25,6,2,6,1,1,5,0,25,21,5,6,16,5,1,0
"t53,t82",12,3,6,36,12,2,3,1,1,0,4,13,20,6,11,5,7,4,0
"t53,t83",17,9,41,60,12,4,35,12,3,22,26,144,38,18,9,9,12,16,0
"t53,t84",4,7,32,55,16,3,24,9,2,11,16,108,34,19,11,7,11,18,0
"t53,t85",6,2,7,10,3,1,1,0,1,3,7,6,3,7,13,7,7,4,0
"t53,t86",12,11,30,29,8,2,29,9,2,21,23,117,75,5,16,1,10,9,0
"t53,t87",11,6,11,18,3,0,13,3,1,11,2,52,35,4,9,0,4,3,0
"t53,t88",7,2,6,22,4,2,1,1,0,15,1,9,4,6,9,8,7,5,0
"t53,t89",14,12,28,32,6,2,35,11,3,23,29,140,72,3,15,7,8,8,0
"t53,t90",10,0,17,35,9,2,4,0,0,8,0,10,2,9,17,2,10,7,0
"t53,t91",8,8,30,42,5,4,43,15,3,18,35,169,47,5,3,2,2,6,0
"t53,t92",7,1,7,30,11,1,0,0,0,5,10,1,4,8,16,14,8,3,0
"t53,t93",11,1,5,25,9,1,4,1,1,1,5,14,2,7,4,0,6,3,0
"t53,t94",5,0,14,10,1,2,5,1,0,5,5,18,12,7,9,3,8,7,0
"t53,t95",6,1,9,6,0,0,12,3,1,3,6,50,5,1,6,7,2,2,0
"t53,t96",2,8,20,47,15,1,27,10,2,11,13,120,52,7,17,6,6,15,0
"t53,t97",14,2,12,8,1,0,15,3,2,3,2,58,13,3,16,4,2,1,0
"t53,t98",10,4,27,28,8,2,26,7,2,8,16,104,22,2,2,4,5,4,0
"t53,t99",7,10,26,7,2,1,21,6,2,14,9,84,57,0,15,22,1,4,0
"t53,t100",6,1,5,12,4,1,1,0,0,7,4,4,22,1,16,1,3,1,0
"t53,t101",0,0,5,8,3,2,6,1,0,13,6,24,14,4,1,7,3,4,0
"t53,t102",15,7,22,53,15,4,29,10,2,15,22,122,42,8,9,1,10,13,0
"t53,t103",13,9,38,56,13,3,42,15,3,24,35,167,40,7,6,15,6,10,0
"t53,t104",10,2,12,30,8,2,3,0,0,10,3,7,1,9,7,4,9,8,0
"t53,t105",9,9,14,34,12,1,25,8,2,15,13,107,60,2,17,5,1,8,0
"t53,t106",4,6,20,52,17,1,20,7,2,9,8,94,45,13,7,6,9,17,0
"t53,t107",15,9,22,27,7,3,27,8,2,20,20,110,63,2,14,7,3,3,0
"t53,t108",9,0,12,24,6,0,10,2,1,2,2,40,15,3,4,4,3,0,0
"t53,t109",10,1,17,36,9,2,4,1,0,3,2,13,1,10,6,1,9,9,0
"t53,t110",11,9,39,61,13,4,37,13,3,23,32,150,37,15,10,3,11,17,0
"t53,t111",11,0,13,47,15,1,1,1,0,10,1,12,7,11,10,10,9,9,0
"t53,t112",17,9,28,59,14,3,35,12,3,21,27,145,49,12,17,0,11,15,0
"t53,t113",16,9,37,51,8,4,34,12,3,25,29,142,51,15,10,6,13,17,0
"t53,t114",9,4,24,30,9,0,23,7,2,8,7,95,20,2,11,2,1,3,0
"t53,t115",11,1,9,25,3,2,1,1,0,13,0,11,4,9,11,6,8,7,0
"t53,t116",11,11,20,34,9,2,31,10,3,22,23,126,72,3,13,12,7,7,0
"t53,t117",17,6,37,58,14,3,25,10,2,10,28,116,27,19,9,0,16,17,0
"t53,t118",12,4,24,39,10,3,34,11,3,6,23,136,24,1,9,3,1,2,0
"t53,t119",14,7,30,32,7,2,38,12,3,16,30,151,43,6,10,1,8,7,0
"t53,t120",5,3,8,33,11,2,2,0,0,12,3,2,1,8,10,3,10,9,0
"t53,t121",11,10,22,31,8,1,18,4,2,20,4,72,57,6,10,6,3,4,0
"t53,t122",10,7,33,58,19,2,22,8,2,11,15,102,33,18,5,1,9,18,0
"t53,t123",12,5,10,25,5,1,11,2,1,6,1,45,23,4,13,9,4,3,0
"t53,t124",13,1,24,33,9,1,17,4,2,2,2,69,9,6,14,5,4,4,0
"t53,t125",7,3,2,2,1,0,7,2,1,3,6,29,41,2,15,10,4,6,0
"t53,t126",15,1,19,22,4,1,14,3,1,3,1,56,5,5,15,4,5,4,0
"t53,t127",7,0,5,3,1,0,6,1,1,3,1,24,5,0,17,3,3,4,0
"t53,t128",14,2,15,36,9,1,4,0,0,13,0,8,1,8,14,6,9,8,0
"t53,t129",7,5,15,48,16,2,17,6,2,9,6,79,35,10,12,8,8,15,0
"t53,t130",14,7,32,47,12,4,40,14,3,16,30,159,36,2,10,1,2,6,0
"t53,t131",12,2,5,33,11,2,0,0,0,5,6,0,9,9,12,9,8,5,0
"t53,t132",11,5,6,31,9,0,8,2,1,5,2,33,22,5,13,11,4,0,0
"t53,t133",7,4,20,41,11,2,30,10,2,5,14,123,32,7,12,3,3,10,0
"t53,t134",14,3,22,22,3,0,19,5,2,7,9,78,10,2,11,7,0,1,0
"t53,t135",10,0,10,29,5,2,2,0,0,6,1,3,2,7,0,0,7,7,0
"t53,t136",8,6,8,9,4,0,11,2,1,10,5,44,47,3,8,7,7,6,0
"t53,t137",5,5,8,2,2,0,12,3,1,5,7,49,44,3,13,1,7,7,0
"t53,t138",11,0,16,37,8,0,0,1,0,8,0,7,7,12,5,4,8,9,0
"t53,t139",4,7,13,12,5,1,17,4,2,0,9,69,60,5,2,4,9,8,0
"t53,t140",11,6,30,41,11,3,39,13,3,13,27,154,31,2,7,1,1,1,0
"t53,t141",8,11,32,36,9,3,35,12,3,18,28,141,68,3,11,10,5,3,0
"t53,t142",14,7,28,43,8,3,41,14,3,15,33,160,39,3,10,2,7,4,0
"t53,t143",6,1,5,161,71,40,2,0,1,5,150,9,3,68,5,2,4,4,0
"t53,t144",9,2,24,21,4,2,20,5,2,4,4,83,17,5,16,2,4,6,0
"t53,t145",11,10,39,63,15,3,39,14,3,21,33,157,59,13,15,7,11,15,0
"t53,t146",5,3,14,30,10,1,6,1,1,1,3,24,25,4,15,16,5,0,0
"t53,t147",10,3,18,15,3,1,21,6,2,5,12,84,17,3,13,1,9,9,0
"t53,t148",11,2,20,35,9,3,21,6,2,4,2,90,18,11,7,4,6,13,0
"t53,t149",14,11,46,62,13,7,38,14,3,29,31,155,47,23,11,6,12,17,0
"t53,t150",11,10,22,23,7,1,24,7,2,16,17,98,65,5,11,11,9,9,0
"t53,t151",17,1,17,11,1,1,15,3,2,6,1,58,5,4,7,4,1,1,0
"t53,t152",10,2,21,20,3,2,22,6,2,5,5,91,22,8,14,5,5,9,0
"t53,t153",11,2,14,47,13,1,1,1,0,1,7,11,8,9,5,5,8,7,0
"t53,t154",7,4,26,14,1,0,23,6,2,8,7,95,14,4,10,6,0,1,0
"t53,t155",10,0,15,39,12,2,3,0,0,11,3,6,13,10,17,9,10,8,0
"t53,t156",5,1,2,10,3,2,2,0,0,7,6,8,1,4,5,6,3,2,0
"t53,t157",14,9,30,57,13,4,38,13,3,18,29,154,55,5,15,1,6,10,0
"t53,t158",6,3,3,35,13,2,1,0,0,12,8,3,2,8,12,2,9,6,0
"t53,t159",11,4,24,47,14,2,26,8,2,6,8,109,22,6,7,10,4,9,0
"t53,t160",15,7,33,46,11,3,43,15,3,15,36,168,39,3,0,0,5,2,0
"t53,t161",6,4,22,22,3,2,29,9,2,7,16,117,25,2,3,2,0,4,0
"t53,t162",12,10,37,59,10,6,39,14,3,22,33,159,48,21,10,7,12,17,0
"t53,t163",4,1,3,3,0,1,3,1,1,1,3,12,10,0,8,1,0,1,0
"t53,t164",12,9,39,67,15,4,38,14,3,22,35,156,59,19,9,9,13,17,0
"t53,t165",7,1,5,9,1,2,1,1,0,8,2,8,6,7,10,8,9,5,0
"t53,t166",11,4,5,28,9,1,5,1,1,6,3,18,23,5,9,6,5,3,0
"t53,t167",10,3,9,59,30,37,7,2,1,1,30,31,20,24,12,2,6,4,0
"t53,t168",10,1,5,27,9,0,5,1,1,5,5,18,0,6,13,5,6,3,0
"t53,t169",15,10,39,57,11,4,38,14,3,26,31,156,57,14,4,2,11,16,0
"t53,t170",12,12,32,32,8,3,30,9,2,20,22,120,71,4,13,3,7,6,0
"t53,t171",10,2,4,134,59,40,4,1,1,6,102,17,16,51,17,8,7,6,0
"t53,t172",12,7,14,17,5,1,20,5,2,13,14,82,60,4,14,1,9,9,0
"t53,t173",3,5,28,39,11,2,27,9,2,7,12,116,27,11,12,0,8,14,0
"t53,t174",7,5,11,13,4,1,13,3,1,0,5,54,50,0,13,2,3,3,0
"t53,t175",4,0,2,2,1,1,2,0,1,2,3,9,2,2,3,8,2,2,0
"t53,t176",2,7,22,36,11,1,26,9,2,6,11,112,50,5,13,3,6,13,0
"t53,t177",7,9,20,46,15,0,30,10,2,13,14,125,65,4,15,6,1,10,0
"t53,t178",4,0,2,12,3,0,6,1,1,2,3,24,2,3,2,4,0,1,0
"t53,t179",3,1,2,1,0,1,0,0,0,7,3,2,27,0,9,5,0,0,0
"t53,t180",11,0,12,22,4,2,3,0,0,10,0,4,8,6,12,2,7,6,0
"t53,t181",6,9,18,26,7,0,24,7,2,15,9,101,56,2,15,0,0,5,0
"t53,t182",6,10,24,21,6,1,24,7,2,15,16,98,65,5,8,4,9,8,0
"t53,t183",8,5,24,47,15,2,18,7,2,7,10,88,23,14,10,12,10,16,0
"t53,t184",11,1,10,41,13,2,3,0,0,13,5,6,10,10,16,0,10,7,0
"t53,t185",14,6,24,33,8,2,35,11,3,11,25,138,41,4,10,4,10,8,0
"t53,t186",7,6,17,33,9,3,21,6,2,12,4,88,47,6,17,7,5,12,0
"t53,t187",6,2,3,10,3,1,0,0,0,11,9,0,2,8,13,8,8,5,0
"t53,t188",2,2,2,4,0,1,1,0,0,1,3,4,30,1,3,2,2,2,0
"t53,t189",9,7,13,19,8,1,18,5,2,11,11,74,61,5,9,10,9,9,0
"t53,t190",7,2,0,6,2,1,4,1,1,6,0,15,41,1,8,10,2,3,0
"t53,t191",6,1,5,9,1,1,0,1,0,6,0,6,8,6,0,4,5,5,0
"t53,t192",11,5,27,38,8,3,34,12,3,13,22,140,34,9,5,4,6,12,0
"t53,t193",12,4,26,21,5,1,27,8,2,8,20,110,23,4,14,5,11,10,0
"t53,t194",16,9,20,22,6,2,20,6,2,10,14,85,63,3,17,16,4,5,0
"t53,t195",11,1,6,39,12,2,0,1,0,10,1,9,8,7,12,2,10,8,0
"t53,t196",15,1,10,18,3,0,10,2,1,2,1,39,10,4,16,3,4,1,0
"t53,t197",10,2,12,38,11,2,3,0,0,17,1,3,1,9,16,7,10,8,0
"t53,t198",2,8,24,42,12,2,27,8,2,12,10,112,61,2,14,5,1,6,0
"t54,t55",5,2,6,11,5,0,9,3,0,1,12,36,12,6,6,5,6,3,0
"t54,t56",3,5,4,21,7,1,2,1,0,10,6,7,37,2,5,10,1,5,0
"t54,t57",3,7,2,6,1,1,3,1,0,14,4,11,40,4,0,6,5,2,0
"t54,t58",1,4,6,10,5,0,4,0,0,13,5,7,40,12,7,4,11,12,0
"t54,t59",5,7,17,33,10,4,28,9,1,19,18,114,58,6,4,7,10,0,0
"t54,t60",4,12,9,5,2,3,30,8,2,32,14,112,71,12,0,1,13,5,0
"t54,t61",1,6,4,4,3,0,8,1,0,12,9,20,39,12,15,10,10,11,0
"t54,t62",5,9,13,119,48,36,28,8,2,28,45,105,61,24,8,15,12,4,0
"t54,t63",5,4,9,32,11,2,17,6,1,9,13,72,27,4,1,3,5,4,0
"t54,t64",1,10,24,32,9,4,33,10,2,25,21,130,55,4,6,19,6,4,0
"t54,t65",3,9,23,34,9,3,24,7,1,16,11,92,55,1,17,18,2,9,0
"t54,t66",7,11,13,22,8,2,20,7,1,20,16,83,65,6,1,4,7,2,0
"t54,t67",12,7,2,123,51,48,12,4,0,13,76,47,56,33,3,7,5,3,0
"t54,t68",0,1,2,20,8,2,4,2,0,5,4,16,1,0,7,5,1,5,0
"t54,t69",2,8,17,39,12,3,28,9,1,18,12,113,43,1,2,8,3,6,0
"t54,t70",3,5,16,14,3,2,22,7,1,11,15,88,42,6,8,12,6,3,0
"t54,t71",4,12,17,30,10,4,34,9,2,35,20,133,70,8,2,14,10,1,0
"t54,t72",1,10,14,18,4,4,32,9,2,28,25,129,73,11,1,2,12,2,0
"t54,t73",7,6,4,23,10,3,6,2,0,9,2,23,43,1,6,2,2,5,0
"t54,t74",3,3,14,37,14,3,16,6,1,5,9,66,42,2,12,7,4,5,0
"t54,t75",3,7,20,30,7,2,22,7,1,25,10,84,24,2,0,24,2,11,0
"t54,t76",9,1,21,17,1,4,10,5,1,10,19,39,23,23,4,7,15,12,0
"t54,t77",9,0,2,4,1,2,7,4,1,4,15,30,15,7,0,16,9,6,0
"t54,t78",2,4,2,16,6,0,12,2,1,8,4,35,32,19,11,17,13,13,0
"t54,t79",4,5,6,20,6,1,1,0,0,9,6,4,41,5,12,2,6,12,0
"t54,t80",7,4,13,35,14,3,19,6,1,7,12,75,41,4,1,11,6,3,0
"t54,t81",5,6,21,20,7,4,24,8,1,13,15,96,47,6,10,21,8,3,0
"t54,t82",6,7,16,9,1,4,27,8,1,18,19,108,48,7,5,0,10,0,0
"t54,t83",11,1,19,15,1,2,5,3,1,4,11,23,30,19,7,14,15,12,0
"t54,t84",2,3,10,10,3,1,6,0,0,7,1,13,34,20,5,2,14,14,0
"t54,t85",0,12,15,35,10,3,29,9,1,21,22,115,71,8,3,12,10,0,0
"t54,t86",6,1,8,16,5,0,1,0,0,3,8,4,7,4,0,4,7,13,0
"t54,t87",5,4,11,27,10,2,17,6,1,7,13,69,33,5,7,5,7,1,0
"t54,t88",1,12,16,23,9,4,29,8,2,33,16,112,72,7,7,13,10,1,0
"t54,t89",8,2,6,13,7,0,5,2,1,5,14,19,4,2,1,12,5,12,0
"t54,t90",4,10,5,10,4,4,34,9,2,26,15,131,70,10,1,7,13,3,0
"t54,t91",2,2,8,3,8,2,13,6,1,0,20,48,21,6,13,3,5,2,0
"t54,t92",1,9,15,15,2,3,30,9,2,23,25,122,72,9,0,19,11,1,0
"t54,t93",5,11,17,20,4,3,26,8,1,19,20,107,70,8,12,5,9,1,0
"t54,t94",1,10,8,35,12,4,35,10,2,23,20,139,56,8,7,2,11,3,0
"t54,t95",0,9,13,39,13,2,18,6,1,15,9,71,63,0,10,12,1,6,0
"t54,t96",4,2,2,2,2,1,3,1,0,7,2,1,16,8,1,11,9,11,0
"t54,t97",8,8,10,37,14,2,15,6,0,15,13,63,55,4,0,9,5,5,0
"t54,t98",4,6,5,17,5,0,4,2,0,10,1,17,46,1,14,1,2,8,0
"t54,t99",1,0,4,38,15,1,9,3,0,4,6,37,11,1,1,27,2,8,0
"t54,t100",0,9,17,33,9,3,31,9,2,25,19,125,46,2,0,4,6,3,0
"t54,t101",6,10,17,37,10,4,36,10,2,31,21,145,54,5,17,2,6,0,0
"t54,t102",9,3,0,8,2,2,1,1,0,3,7,1,26,9,7,6,13,9,0
"t54,t103",7,1,16,11,0,1,12,6,1,6,20,46,28,8,10,20,9,6,0
"t54,t104",4,12,10,15,5,4,33,9,2,28,18,128,69,10,9,9,12,4,0
"t54,t105",3,1,8,11,1,1,5,1,0,3,2,14,8,3,1,10,4,4,0
"t54,t106",2,4,2,7,4,1,10,2,0,9,7,27,23,14,9,11,12,13,0
"t54,t107",9,1,0,18,6,1,3,1,0,2,5,11,5,1,2,12,0,7,0
"t54,t108",3,10,10,21,7,2,20,7,1,20,13,81,83,4,12,9,6,4,0
"t54,t109",4,11,5,9,4,4,34,10,2,21,17,134,69,11,10,6,12,5,0
"t54,t110",5,1,17,16,0,2,7,4,1,5,17,29,31,16,6,2,14,13,0
"t54,t111",5,10,9,2,2,3,29,8,2,28,16,109,61,12,6,15,12,5,0
"t54,t112",11,1,6,14,1,1,5,3,1,3,12,24,19,13,1,5,14,11,0
"t54,t113",10,1,15,6,5,2,4,3,1,7,14,21,17,16,6,1,16,13,0
"t54,t114",3,6,2,15,4,2,7,2,0,10,8,26,48,3,5,3,4,1,0
"t54,t115",5,11,13,20,10,4,29,8,2,31,15,110,72,10,5,11,11,3,0
"t54,t116",5,1,2,11,4,0,1,1,1,4,8,5,4,2,3,17,4,11,0
"t54,t117",11,4,15,13,1,1,5,1,0,8,13,5,41,20,7,5,19,13,0
"t54,t118",6,6,2,6,3,1,4,2,1,12,8,15,44,0,7,2,2,2,0
"t54,t119",8,3,8,13,6,0,8,3,1,2,15,30,25,5,6,6,5,11,0
"t54,t120",1,13,14,12,2,4,32,9,2,30,18,123,69,9,6,8,13,5,0
"t54,t121",5,0,0,14,5,1,12,5,0,2,11,49,11,7,6,1,6,0,0
"t54,t122",4,3,11,13,6,0,8,1,0,7,0,19,35,19,11,6,12,14,0
"t54,t123",6,5,12,20,8,1,19,7,1,12,14,76,45,5,3,14,7,1,0
"t54,t124",7,9,2,12,4,1,13,5,0,16,13,52,59,7,2,10,7,0,0
"t54,t125",1,7,20,43,12,2,23,7,1,15,9,92,27,1,1,15,1,10,0
"t54,t126",9,9,3,23,9,1,16,6,1,15,16,65,63,6,1,1,8,0,0
"t54,t127",1,10,17,42,12,2,24,8,1,15,14,97,63,1,1,2,0,8,0
"t54,t128",8,12,7,9,4,3,34,9,2,31,15,129,69,9,2,1,12,4,0
"t54,t129",1,5,7,3,3,0,13,3,0,9,9,42,33,11,4,13,11,11,0
"t54,t130",8,3,10,2,1,2,10,5,1,2,15,38,32,3,6,4,5,2,0
"t54,t131",6,8,17,12,2,4,30,9,2,23,21,121,59,10,4,14,11,1,0
"t54,t132",5,5,16,14,4,2,22,7,1,13,17,88,46,6,3,16,7,4,0
"t54,t133",1,6,2,4,2,0,0,1,0,13,1,2,36,8,4,2,6,6,0
"t54,t134",8,7,0,23,10,2,11,4,0,11,6,43,58,3,5,2,3,5,0
"t54,t135",4,10,12,16,8,4,32,9,2,24,14,124,70,8,16,5,10,3,0
"t54,t136",2,4,14,36,9,2,19,7,1,8,10,77,21,2,8,2,4,10,0
